Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.570 [0.558 - 0.581],0.547 [0.545 - 0.549],0.548 [0.526 - 0.568],0.547 [0.545 - 0.549],0.012 [0.011 - 0.013],0.095 [0.074 - 0.115],0.024 [0.022 - 0.025]
Demographic,0.617 [0.601 - 0.629],0.584 [0.582 - 0.586],0.586 [0.565 - 0.607],0.584 [0.582 - 0.586],0.014 [0.013 - 0.015],0.170 [0.148 - 0.191],0.028 [0.026 - 0.029]
Metabolite+Demographic,0.632 [0.615 - 0.642],0.589 [0.587 - 0.590],0.590 [0.565 - 0.613],0.589 [0.587 - 0.590],0.014 [0.014 - 0.015],0.179 [0.153 - 0.202],0.028 [0.026 - 0.030]
