Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.566 [0.562 - 0.572],0.547 [0.545 - 0.549],0.547 [0.539 - 0.555],0.547 [0.545 - 0.549],0.096 [0.094 - 0.098],0.094 [0.086 - 0.103],0.163 [0.160 - 0.167]
Demographic,0.590 [0.585 - 0.594],0.564 [0.562 - 0.566],0.563 [0.554 - 0.571],0.564 [0.562 - 0.566],0.102 [0.100 - 0.104],0.127 [0.117 - 0.134],0.173 [0.169 - 0.175]
Metabolite+Demographic,0.595 [0.591 - 0.600],0.568 [0.567 - 0.571],0.568 [0.560 - 0.576],0.568 [0.566 - 0.571],0.104 [0.102 - 0.106],0.136 [0.129 - 0.145],0.176 [0.173 - 0.178]
