Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.568 [0.562 - 0.574],0.550 [0.548 - 0.552],0.550 [0.539 - 0.560],0.550 [0.547 - 0.552],0.071 [0.069 - 0.073],0.100 [0.089 - 0.111],0.126 [0.123 - 0.129]
Demographic,0.645 [0.639 - 0.650],0.604 [0.602 - 0.606],0.605 [0.596 - 0.611],0.604 [0.602 - 0.607],0.087 [0.085 - 0.090],0.209 [0.199 - 0.217],0.153 [0.149 - 0.156]
Metabolite+Demographic,0.646 [0.639 - 0.650],0.605 [0.602 - 0.607],0.605 [0.596 - 0.612],0.605 [0.603 - 0.607],0.088 [0.086 - 0.090],0.211 [0.200 - 0.218],0.153 [0.150 - 0.156]
