Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.564 [0.540 - 0.597],0.549 [0.547 - 0.551],0.547 [0.498 - 0.592],0.549 [0.547 - 0.551],0.003 [0.002 - 0.003],0.096 [0.047 - 0.142],0.005 [0.004 - 0.006]
Demographic,0.726 [0.695 - 0.752],0.658 [0.656 - 0.660],0.655 [0.600 - 0.706],0.658 [0.656 - 0.660],0.004 [0.004 - 0.005],0.313 [0.258 - 0.364],0.008 [0.007 - 0.009]
Metabolite+Demographic,0.735 [0.707 - 0.759],0.671 [0.669 - 0.673],0.671 [0.630 - 0.720],0.671 [0.669 - 0.673],0.004 [0.004 - 0.005],0.342 [0.302 - 0.392],0.009 [0.008 - 0.010]
