Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.612 [0.603 - 0.622],0.577 [0.575 - 0.579],0.578 [0.557 - 0.593],0.577 [0.575 - 0.579],0.016 [0.015 - 0.017],0.155 [0.135 - 0.170],0.031 [0.030 - 0.033]
Demographic,0.705 [0.696 - 0.717],0.649 [0.647 - 0.652],0.651 [0.631 - 0.672],0.649 [0.647 - 0.652],0.022 [0.021 - 0.023],0.299 [0.280 - 0.320],0.042 [0.040 - 0.044]
Metabolite+Demographic,0.708 [0.699 - 0.720],0.655 [0.653 - 0.658],0.656 [0.639 - 0.680],0.655 [0.653 - 0.658],0.022 [0.021 - 0.023],0.311 [0.293 - 0.335],0.043 [0.041 - 0.045]
