Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.552 [0.540 - 0.563],0.536 [0.534 - 0.539],0.535 [0.514 - 0.558],0.536 [0.534 - 0.539],0.014 [0.014 - 0.015],0.072 [0.050 - 0.094],0.028 [0.026 - 0.029]
Demographic,0.620 [0.610 - 0.629],0.582 [0.580 - 0.584],0.582 [0.566 - 0.600],0.582 [0.580 - 0.584],0.017 [0.016 - 0.018],0.164 [0.149 - 0.180],0.033 [0.032 - 0.035]
Metabolite+Demographic,0.619 [0.608 - 0.629],0.584 [0.581 - 0.586],0.583 [0.566 - 0.603],0.584 [0.581 - 0.586],0.017 [0.017 - 0.018],0.167 [0.151 - 0.186],0.033 [0.032 - 0.035]
