Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.689 [0.663 - 0.717],0.640 [0.638 - 0.642],0.637 [0.601 - 0.687],0.640 [0.638 - 0.642],0.004 [0.003 - 0.004],0.278 [0.239 - 0.327],0.008 [0.007 - 0.008]
Demographic,0.656 [0.632 - 0.675],0.612 [0.609 - 0.614],0.610 [0.567 - 0.646],0.612 [0.609 - 0.614],0.003 [0.003 - 0.004],0.223 [0.178 - 0.257],0.007 [0.006 - 0.007]
Metabolite+Demographic,0.712 [0.691 - 0.737],0.652 [0.650 - 0.654],0.652 [0.610 - 0.694],0.652 [0.650 - 0.654],0.004 [0.004 - 0.004],0.304 [0.261 - 0.346],0.008 [0.007 - 0.009]
