Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.514 [0.477 - 0.543],0.533 [0.527 - 0.540],0.536 [0.464 - 0.589],0.533 [0.527 - 0.540],0.013 [0.011 - 0.016],0.069 [-0.003 - 0.123],0.026 [0.021 - 0.031]
Demographic,0.566 [0.534 - 0.598],0.555 [0.550 - 0.561],0.561 [0.493 - 0.607],0.555 [0.549 - 0.560],0.015 [0.012 - 0.017],0.115 [0.047 - 0.160],0.029 [0.024 - 0.033]
Metabolite+Demographic,0.535 [0.506 - 0.571],0.533 [0.526 - 0.540],0.533 [0.481 - 0.585],0.533 [0.526 - 0.541],0.013 [0.011 - 0.016],0.065 [0.010 - 0.117],0.026 [0.022 - 0.031]
