Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.578 [0.572 - 0.586],0.556 [0.554 - 0.558],0.555 [0.545 - 0.569],0.556 [0.554 - 0.558],0.040 [0.038 - 0.041],0.111 [0.101 - 0.126],0.074 [0.072 - 0.077]
Demographic,0.636 [0.629 - 0.643],0.598 [0.595 - 0.600],0.597 [0.584 - 0.611],0.598 [0.595 - 0.600],0.047 [0.045 - 0.048],0.195 [0.182 - 0.207],0.087 [0.084 - 0.090]
Metabolite+Demographic,0.639 [0.632 - 0.646],0.600 [0.597 - 0.602],0.601 [0.589 - 0.613],0.600 [0.598 - 0.602],0.047 [0.046 - 0.049],0.201 [0.189 - 0.214],0.088 [0.085 - 0.091]
