Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.588 [0.568 - 0.605],0.561 [0.559 - 0.564],0.564 [0.529 - 0.595],0.561 [0.559 - 0.564],0.007 [0.006 - 0.007],0.125 [0.090 - 0.156],0.013 [0.012 - 0.015]
Demographic,0.699 [0.680 - 0.716],0.650 [0.648 - 0.652],0.650 [0.615 - 0.684],0.650 [0.648 - 0.652],0.010 [0.009 - 0.011],0.300 [0.265 - 0.334],0.019 [0.018 - 0.021]
Metabolite+Demographic,0.703 [0.687 - 0.720],0.653 [0.651 - 0.656],0.653 [0.615 - 0.684],0.653 [0.651 - 0.656],0.010 [0.009 - 0.011],0.306 [0.267 - 0.338],0.020 [0.018 - 0.021]
