Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.559 [0.537 - 0.580],0.540 [0.538 - 0.542],0.539 [0.509 - 0.571],0.540 [0.538 - 0.542],0.004 [0.004 - 0.005],0.079 [0.050 - 0.111],0.008 [0.007 - 0.009]
Demographic,0.650 [0.633 - 0.671],0.601 [0.599 - 0.603],0.604 [0.569 - 0.638],0.601 [0.599 - 0.603],0.005 [0.005 - 0.006],0.204 [0.170 - 0.240],0.011 [0.009 - 0.012]
Metabolite+Demographic,0.661 [0.648 - 0.679],0.611 [0.609 - 0.613],0.613 [0.581 - 0.643],0.611 [0.609 - 0.613],0.006 [0.005 - 0.006],0.224 [0.193 - 0.253],0.011 [0.010 - 0.012]
