Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.529 [0.487 - 0.562],0.517 [0.515 - 0.518],0.512 [0.457 - 0.573],0.517 [0.515 - 0.518],0.001 [0.001 - 0.001],0.029 [-0.024 - 0.090],0.002 [0.002 - 0.003]
Demographic,0.623 [0.592 - 0.660],0.614 [0.612 - 0.615],0.612 [0.555 - 0.667],0.614 [0.612 - 0.615],0.002 [0.002 - 0.002],0.226 [0.169 - 0.280],0.004 [0.003 - 0.004]
Metabolite+Demographic,0.619 [0.587 - 0.658],0.579 [0.577 - 0.581],0.577 [0.526 - 0.641],0.579 [0.577 - 0.581],0.002 [0.001 - 0.002],0.156 [0.104 - 0.221],0.003 [0.003 - 0.004]
