Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.485 [0.422 - 0.544],0.487 [0.484 - 0.489],0.485 [0.397 - 0.585],0.487 [0.484 - 0.489],0.001 [0.000 - 0.001],-0.029 [-0.116 - 0.073],0.001 [0.001 - 0.001]
Demographic,0.497 [0.435 - 0.533],0.447 [0.446 - 0.449],0.458 [0.370 - 0.527],0.447 [0.446 - 0.449],0.000 [0.000 - 0.001],-0.094 [-0.182 - -0.025],0.001 [0.001 - 0.001]
Metabolite+Demographic,0.507 [0.447 - 0.557],0.504 [0.502 - 0.506],0.511 [0.396 - 0.584],0.504 [0.502 - 0.506],0.001 [0.000 - 0.001],0.016 [-0.101 - 0.089],0.001 [0.001 - 0.001]
