Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.571 [0.513 - 0.612],0.540 [0.538 - 0.542],0.545 [0.468 - 0.595],0.540 [0.538 - 0.542],0.001 [0.001 - 0.001],0.085 [0.008 - 0.136],0.002 [0.002 - 0.003]
Demographic,0.606 [0.553 - 0.647],0.593 [0.590 - 0.594],0.602 [0.510 - 0.669],0.593 [0.590 - 0.594],0.001 [0.001 - 0.002],0.194 [0.103 - 0.262],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.622 [0.575 - 0.665],0.596 [0.594 - 0.597],0.592 [0.527 - 0.667],0.596 [0.593 - 0.597],0.001 [0.001 - 0.002],0.189 [0.123 - 0.262],0.003 [0.002 - 0.003]
