Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.535 [0.505 - 0.561],0.531 [0.529 - 0.533],0.531 [0.487 - 0.573],0.531 [0.529 - 0.533],0.002 [0.002 - 0.002],0.063 [0.017 - 0.103],0.004 [0.004 - 0.005]
Demographic,0.681 [0.660 - 0.706],0.628 [0.626 - 0.630],0.624 [0.582 - 0.673],0.628 [0.626 - 0.630],0.003 [0.003 - 0.003],0.253 [0.210 - 0.300],0.006 [0.005 - 0.007]
Metabolite+Demographic,0.676 [0.656 - 0.701],0.639 [0.637 - 0.640],0.637 [0.591 - 0.696],0.639 [0.637 - 0.640],0.003 [0.003 - 0.004],0.276 [0.230 - 0.335],0.006 [0.006 - 0.007]
