Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.597 [0.550 - 0.650],0.570 [0.567 - 0.572],0.573 [0.504 - 0.668],0.570 [0.567 - 0.572],0.001 [0.001 - 0.001],0.143 [0.073 - 0.237],0.002 [0.001 - 0.002]
Demographic,0.569 [0.524 - 0.621],0.555 [0.553 - 0.557],0.546 [0.462 - 0.628],0.555 [0.553 - 0.557],0.001 [0.001 - 0.001],0.100 [0.016 - 0.183],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.618 [0.571 - 0.672],0.584 [0.581 - 0.585],0.576 [0.498 - 0.659],0.584 [0.581 - 0.585],0.001 [0.001 - 0.001],0.161 [0.082 - 0.241],0.002 [0.001 - 0.002]
