Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.675 [0.655 - 0.696],0.628 [0.626 - 0.630],0.631 [0.590 - 0.673],0.628 [0.626 - 0.630],0.004 [0.003 - 0.004],0.259 [0.218 - 0.300],0.007 [0.007 - 0.008]
Demographic,0.612 [0.582 - 0.636],0.560 [0.557 - 0.562],0.578 [0.532 - 0.616],0.560 [0.557 - 0.562],0.003 [0.003 - 0.003],0.138 [0.093 - 0.176],0.006 [0.005 - 0.006]
Metabolite+Demographic,0.685 [0.661 - 0.702],0.638 [0.636 - 0.640],0.639 [0.591 - 0.684],0.638 [0.636 - 0.640],0.004 [0.003 - 0.004],0.277 [0.229 - 0.322],0.008 [0.007 - 0.009]
