Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.538 [0.505 - 0.572],0.534 [0.533 - 0.537],0.534 [0.483 - 0.594],0.534 [0.533 - 0.537],0.001 [0.001 - 0.001],0.069 [0.019 - 0.129],0.002 [0.002 - 0.003]
Demographic,0.642 [0.609 - 0.682],0.606 [0.604 - 0.607],0.615 [0.547 - 0.678],0.606 [0.604 - 0.607],0.002 [0.001 - 0.002],0.219 [0.152 - 0.284],0.003 [0.003 - 0.004]
Metabolite+Demographic,0.615 [0.579 - 0.649],0.590 [0.588 - 0.591],0.598 [0.526 - 0.662],0.590 [0.588 - 0.591],0.001 [0.001 - 0.002],0.187 [0.115 - 0.251],0.003 [0.003 - 0.003]
