Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.529 [0.490 - 0.577],0.533 [0.531 - 0.536],0.531 [0.460 - 0.608],0.533 [0.531 - 0.536],0.001 [0.001 - 0.001],0.065 [-0.007 - 0.142],0.001 [0.001 - 0.002]
Demographic,0.609 [0.574 - 0.654],0.605 [0.603 - 0.607],0.608 [0.541 - 0.700],0.605 [0.603 - 0.607],0.001 [0.001 - 0.001],0.212 [0.145 - 0.304],0.002 [0.002 - 0.002]
Metabolite+Demographic,0.561 [0.523 - 0.612],0.536 [0.534 - 0.538],0.532 [0.473 - 0.609],0.536 [0.534 - 0.538],0.001 [0.001 - 0.001],0.066 [0.008 - 0.146],0.001 [0.001 - 0.002]
