Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.583 [0.544 - 0.619],0.557 [0.555 - 0.559],0.563 [0.488 - 0.627],0.557 [0.555 - 0.559],0.001 [0.001 - 0.002],0.121 [0.046 - 0.184],0.003 [0.002 - 0.003]
Demographic,0.663 [0.625 - 0.691],0.630 [0.629 - 0.632],0.628 [0.562 - 0.695],0.630 [0.629 - 0.632],0.002 [0.002 - 0.002],0.258 [0.192 - 0.326],0.004 [0.003 - 0.004]
Metabolite+Demographic,0.646 [0.620 - 0.680],0.604 [0.603 - 0.606],0.603 [0.551 - 0.662],0.604 [0.603 - 0.607],0.002 [0.001 - 0.002],0.207 [0.156 - 0.266],0.003 [0.003 - 0.004]
