Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.482 [0.462 - 0.510],0.484 [0.482 - 0.487],0.484 [0.447 - 0.523],0.484 [0.482 - 0.487],0.002 [0.002 - 0.002],-0.032 [-0.070 - 0.008],0.004 [0.003 - 0.004]
Demographic,0.531 [0.506 - 0.555],0.517 [0.515 - 0.519],0.517 [0.467 - 0.560],0.517 [0.515 - 0.519],0.002 [0.002 - 0.002],0.034 [-0.018 - 0.079],0.004 [0.004 - 0.005]
Metabolite+Demographic,0.518 [0.491 - 0.546],0.517 [0.515 - 0.519],0.515 [0.471 - 0.564],0.517 [0.515 - 0.519],0.002 [0.002 - 0.002],0.031 [-0.011 - 0.080],0.004 [0.004 - 0.005]
