Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.571 [0.527 - 0.607],0.562 [0.560 - 0.565],0.564 [0.489 - 0.626],0.562 [0.560 - 0.565],0.001 [0.001 - 0.002],0.126 [0.051 - 0.188],0.003 [0.002 - 0.003]
Demographic,0.723 [0.682 - 0.755],0.682 [0.680 - 0.685],0.684 [0.606 - 0.753],0.682 [0.680 - 0.685],0.002 [0.002 - 0.003],0.366 [0.288 - 0.435],0.004 [0.004 - 0.005]
Metabolite+Demographic,0.717 [0.681 - 0.755],0.689 [0.688 - 0.692],0.687 [0.624 - 0.744],0.689 [0.688 - 0.692],0.002 [0.002 - 0.003],0.376 [0.314 - 0.432],0.005 [0.004 - 0.005]
