Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.642 [0.632 - 0.653],0.607 [0.605 - 0.609],0.607 [0.588 - 0.627],0.607 [0.605 - 0.609],0.028 [0.026 - 0.029],0.214 [0.196 - 0.235],0.053 [0.050 - 0.055]
Demographic,0.724 [0.716 - 0.733],0.674 [0.672 - 0.677],0.673 [0.657 - 0.694],0.674 [0.672 - 0.677],0.037 [0.035 - 0.039],0.347 [0.332 - 0.368],0.069 [0.067 - 0.073]
Metabolite+Demographic,0.726 [0.717 - 0.734],0.673 [0.671 - 0.676],0.671 [0.656 - 0.690],0.673 [0.671 - 0.676],0.036 [0.035 - 0.038],0.346 [0.330 - 0.364],0.069 [0.066 - 0.072]
