Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,2.84 [2.66-3.03],1.725e-216,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,2.78 [2.65-2.92],0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,2.73 [2.61-2.86],0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,2.62 [2.52-2.73],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,2.40 [2.31-2.49],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,2.23 [2.15-2.32],0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
Glu-lactate,2.18 [2.11-2.25],0.000e+00,***,Glucose-lactate
Glu,2.15 [2.07-2.23],0.000e+00,***,Glucose
XS-VLDL-PL%,2.11 [2.03-2.19],0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,2.10 [2.03-2.18],0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
Sc-ala,2.01 [1.94-2.08],0.000e+00,***,Spectrometer-corrected alanine
L-HDL-PL%,1.89 [1.83-1.96],4.724e-294,***,Phospholipids to Total-Lipids in Large HDL percentage
Ala,1.82 [1.75-1.89],1.026e-215,***,Alanine
S-LDL-TG%,1.82 [1.75-1.89],3.197e-214,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.76 [1.69-1.83],5.028e-172,***,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-TG%,1.74 [1.67-1.82],3.497e-127,***,Triglycerides to Total-Lipids in Large VLDL percentage
XL-HDL-FC%,1.57 [1.51-1.63],6.246e-112,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.53 [1.48-1.59],8.805e-108,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.53 [1.47-1.59],1.398e-85,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,1.51 [1.45-1.57],6.861e-90,***,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.43 [1.37-1.50],1.208e-50,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,1.39 [1.33-1.45],2.660e-47,***,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-TG%,1.37 [1.31-1.42],1.492e-50,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,1.36 [1.30-1.42],1.501e-41,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.35 [1.30-1.41],5.499e-46,***,Triglycerides to Phosphoglycerides ratio
Val,1.32 [1.27-1.37],8.371e-42,***,Valine
L-HDL-TG%,1.32 [1.27-1.37],1.502e-36,***,Triglycerides to Total-Lipids in Large HDL percentage
Total-BCAA,1.29 [1.25-1.34],7.053e-37,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.25 [1.21-1.30],2.463e-29,***,Leucine
VLDL-size,1.25 [1.20-1.30],1.373e-21,***,Average Diameter for VLDL Particles
Ile,1.22 [1.18-1.27],2.364e-23,***,Isoleucine
Lactate,1.22 [1.17-1.27],2.372e-17,***,Lactate
Citrate,1.19 [1.15-1.24],8.859e-14,***,Citrate
M-HDL-TG%,1.19 [1.14-1.24],2.335e-10,***,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-TG%,1.15 [1.10-1.21],5.771e-04,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,1.14 [1.10-1.19],2.878e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
Creatinine,1.14 [1.10-1.18],1.453e-07,***,Creatinine
S-HDL-CE%,0.90 [0.87-0.94],0.026,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-TG,0.90 [0.86-0.94],0.042,*,Triglycerides in Medium HDL
XS-VLDL-TG,0.90 [0.86-0.93],0.027,*,Triglycerides in Very Small VLDL
HDL-TG,0.89 [0.86-0.93],0.011,*,Triglycerides in HDL
S-LDL-TG,0.89 [0.85-0.93],0.004,**,Triglycerides in Small LDL
M-HDL-CE%,0.89 [0.85-0.92],8.945e-05,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
SFA%,0.88 [0.85-0.92],9.276e-05,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Tyr,0.86 [0.83-0.90],6.969e-08,***,Tyrosine
XXL-VLDL-CE,0.85 [0.82-0.89],7.497e-09,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-VLDL-PL,0.85 [0.81-0.88],6.912e-10,***,Phospholipids in Large VLDL
XL-VLDL-PL,0.85 [0.81-0.88],6.168e-10,***,Phospholipids in Very Large VLDL
M-LDL-TG,0.84 [0.81-0.88],1.231e-10,***,Triglycerides in Medium LDL
L-VLDL-P,0.84 [0.81-0.88],1.848e-10,***,Concentration of Large VLDL Particles
L-VLDL-L,0.84 [0.80-0.87],6.083e-12,***,Total-Lipids in Large VLDL
Gly,0.83 [0.80-0.87],8.556e-11,***,Glycine
XL-HDL-PL%,0.82 [0.80-0.85],1.834e-25,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-VLDL-TG,0.82 [0.78-0.85],1.345e-16,***,Triglycerides in Medium VLDL
PUFA%,0.81 [0.78-0.84],8.236e-23,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6%,0.80 [0.77-0.83],1.905e-26,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
