Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.59 [1.46-1.73],2.415e-22,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.56 [1.42-1.70],3.840e-17,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.56 [1.44-1.69],7.222e-22,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.53 [1.42-1.66],1.242e-20,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.53 [1.39-1.67],1.678e-14,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,1.51 [1.39-1.65],1.423e-16,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,1.47 [1.32-1.64],3.529e-07,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,1.47 [1.36-1.59],9.814e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.44 [1.32-1.56],5.991e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-PL%,1.44 [1.32-1.56],1.723e-11,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.39 [1.28-1.50],3.708e-10,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.35 [1.25-1.47],8.570e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.31 [1.21-1.43],6.175e-05,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-PL%,1.31 [1.20-1.42],6.603e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
MUFA%,1.31 [1.20-1.43],4.489e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-C%,0.80 [0.74-0.87],0.013,*,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.80 [0.74-0.86],0.002,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.79 [0.74-0.86],2.450e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.79 [0.73-0.85],4.595e-05,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
PUFA/MUFA,0.79 [0.72-0.86],0.011,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,0.79 [0.72-0.86],0.006,**,Degree of Unsaturation
XL-VLDL-CE,0.78 [0.71-0.86],0.025,*,Cholesteryl Esters in Very Large VLDL
L-VLDL-CE,0.78 [0.71-0.86],0.018,*,Cholesteryl Esters in Large VLDL
VLDL-PL,0.78 [0.71-0.85],0.007,**,Phospholipids in VLDL
XXL-VLDL-C%,0.78 [0.71-0.85],0.033,*,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-FC%,0.77 [0.72-0.82],5.605e-09,***,Free Cholesterol to Total-Lipids in Large HDL percentage
LDL-size,0.77 [0.71-0.83],2.281e-05,***,Average Diameter for LDL Particles
XL-HDL-CE%,0.77 [0.71-0.83],8.103e-06,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-VLDL-FC%,0.76 [0.69-0.83],9.465e-04,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-CE%,0.76 [0.70-0.83],1.332e-04,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-L,0.76 [0.69-0.83],2.896e-04,***,Total-Lipids in Small VLDL
L-LDL-CE%,0.76 [0.70-0.82],5.723e-07,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-PL,0.75 [0.68-0.83],0.013,*,Phospholipids in Very Large HDL
S-VLDL-CE%,0.75 [0.69-0.81],7.454e-08,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-VLDL-C%,0.75 [0.69-0.82],7.967e-06,***,Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-FC,0.75 [0.68-0.83],0.002,**,Free Cholesterol in Very Large HDL
S-LDL-CE%,0.75 [0.69-0.81],5.946e-07,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
SFA,0.74 [0.68-0.81],3.935e-06,***,Saturated Fatty Acids
M-HDL-PL,0.74 [0.68-0.81],5.390e-06,***,Phospholipids in Medium HDL
VLDL-FC,0.74 [0.67-0.81],5.602e-06,***,Free Cholesterol in VLDL
S-HDL-PL,0.73 [0.67-0.80],3.183e-07,***,Phospholipids in Small HDL
VLDL-P,0.72 [0.66-0.79],1.707e-06,***,Concentration of VLDL Particles
M-VLDL-CE%,0.72 [0.68-0.77],2.008e-19,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-VLDL-CE%,0.72 [0.66-0.78],9.584e-09,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-HDL-L,0.72 [0.66-0.79],3.438e-08,***,Total-Lipids in Medium HDL
L-HDL-PL,0.72 [0.65-0.79],1.265e-05,***,Phospholipids in Large HDL
S-HDL-L,0.72 [0.66-0.78],2.725e-09,***,Total-Lipids in Small HDL
DHA,0.72 [0.65-0.79],1.828e-06,***,Docosahexaenoic Acid
M-VLDL-L,0.71 [0.65-0.78],1.040e-08,***,Total-Lipids in Medium VLDL
Total-FA,0.71 [0.66-0.78],6.895e-10,***,Total-Fatty Acids
XL-HDL-L,0.71 [0.64-0.79],3.118e-05,***,Total-Lipids in Very Large HDL
L-LDL-FC%,0.71 [0.66-0.76],3.512e-14,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-CE,0.71 [0.65-0.77],8.678e-09,***,Cholesteryl Esters in Medium HDL
S-HDL-CE,0.70 [0.65-0.77],1.093e-10,***,Cholesteryl Esters in Small HDL
M-HDL-C,0.70 [0.64-0.76],9.948e-10,***,Cholesterol in Medium HDL
L-HDL-L,0.70 [0.63-0.77],2.813e-07,***,Total-Lipids in Large HDL
XL-VLDL-C%,0.70 [0.64-0.77],6.825e-09,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-PL,0.70 [0.64-0.76],2.865e-09,***,Phospholipids in Very Small VLDL
XL-VLDL-CE%,0.70 [0.64-0.76],8.338e-10,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
HDL-PL,0.70 [0.64-0.76],4.436e-10,***,Phospholipids in HDL
S-VLDL-C%,0.70 [0.64-0.75],4.704e-15,***,Cholesterol to Total-Lipids in Small VLDL percentage
