Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.15 [1.12-1.19],9.549e-17,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.15 [1.12-1.18],5.085e-16,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.14 [1.11-1.18],1.646e-12,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.14 [1.10-1.17],1.617e-13,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.13 [1.10-1.17],5.834e-11,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.13 [1.10-1.17],5.843e-12,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.13 [1.09-1.16],2.351e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.13 [1.09-1.16],1.849e-09,***,Triglycerides to Total-Lipids in Small VLDL percentage
MUFA%,1.12 [1.09-1.16],1.560e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.11 [1.08-1.15],7.943e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.11 [1.07-1.14],1.063e-05,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.10 [1.07-1.14],1.150e-04,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.10 [1.07-1.13],1.276e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG%,1.10 [1.06-1.14],0.002,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG%,1.10 [1.07-1.13],2.539e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG,1.10 [1.07-1.13],2.367e-05,***,Triglycerides in Medium HDL
S-HDL-PL%,1.10 [1.06-1.13],5.230e-04,***,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG,1.09 [1.06-1.12],3.068e-04,***,Triglycerides in Small HDL
SFA%,1.09 [1.06-1.12],0.001,**,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-TG,1.09 [1.06-1.12],2.604e-04,***,Triglycerides in HDL
