Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.60 [1.57-1.63],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.57 [1.54-1.60],0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.57 [1.54-1.60],0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.56 [1.53-1.58],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.52 [1.49-1.54],0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.47 [1.45-1.50],0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-VLDL-TG%,1.47 [1.44-1.51],2.612e-251,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-PL%,1.42 [1.40-1.45],0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.36 [1.34-1.39],9.203e-281,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.35 [1.33-1.38],4.769e-251,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.26 [1.24-1.28],4.668e-154,***,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-PL%,1.25 [1.23-1.28],8.681e-109,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,1.24 [1.22-1.27],6.481e-118,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.22 [1.20-1.24],1.917e-105,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.21 [1.19-1.23],1.678e-84,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,1.17 [1.15-1.19],7.266e-54,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-PL%,1.17 [1.15-1.19],7.406e-61,***,Phospholipids to Total-Lipids in Small HDL percentage
Creatinine,1.17 [1.14-1.19],4.132e-55,***,Creatinine
S-LDL-PL%,1.15 [1.13-1.17],3.637e-50,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-TG%,1.15 [1.13-1.17],3.520e-47,***,Triglycerides to Total-Lipids in Very Large HDL percentage
GlycA,1.14 [1.12-1.16],2.882e-38,***,Glycoprotein Acetyls
Glu-lactate,1.13 [1.11-1.15],1.643e-42,***,Glucose-lactate
S-HDL-TG%,1.13 [1.11-1.15],3.588e-32,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.12 [1.10-1.14],9.104e-32,***,Triglycerides to Total-Lipids in Large HDL percentage
Glu,1.10 [1.08-1.12],2.320e-21,***,Glucose
TG/PG,1.10 [1.08-1.12],1.238e-17,***,Triglycerides to Phosphoglycerides ratio
M-LDL-PL%,1.09 [1.07-1.11],4.444e-16,***,Phospholipids to Total-Lipids in Medium LDL percentage
