Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.10 [1.07-1.12],5.182e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.10 [1.07-1.13],3.178e-09,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG%,1.09 [1.06-1.11],9.799e-08,***,Triglycerides to Total-Lipids in IDL percentage
S-HDL-TG%,1.09 [1.06-1.11],1.341e-05,***,Triglycerides to Total-Lipids in Small HDL percentage
XS-VLDL-TG%,1.08 [1.06-1.11],5.048e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.08 [1.06-1.11],1.275e-05,***,Triglycerides to Total-Lipids in Medium VLDL percentage
MUFA%,1.08 [1.05-1.11],1.020e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.08 [1.06-1.10],1.326e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.08 [1.05-1.11],6.408e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
TG/PG,1.08 [1.05-1.10],6.673e-04,***,Triglycerides to Phosphoglycerides ratio
M-LDL-TG%,1.08 [1.05-1.10],2.663e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.07 [1.05-1.10],2.958e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-TG%,1.07 [1.05-1.10],0.006,**,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.07 [1.04-1.09],0.045,*,Triglycerides to Total-Lipids in Large HDL percentage
IDL-PL%,1.06 [1.04-1.09],0.024,*,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-CE%,0.94 [0.92-0.96],0.008,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-HDL-PL,0.94 [0.92-0.96],0.018,*,Phospholipids in Small HDL
M-LDL-PL,0.94 [0.92-0.96],0.012,*,Phospholipids in Medium LDL
Omega-6,0.94 [0.92-0.96],0.008,**,Omega-6 Fatty Acids
