Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.95 [1.64-2.31],6.374e-09,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.86 [1.57-2.21],2.963e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.67 [1.43-1.96],3.089e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.66 [1.41-1.95],1.348e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-PL%,1.59 [1.34-1.88],0.020,*,Phospholipids to Total-Lipids in Small LDL percentage
IDL-C%,0.64 [0.56-0.73],1.598e-05,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-CE%,0.63 [0.54-0.75],0.008,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Total-FA,0.63 [0.53-0.75],0.050,*,Total-Fatty Acids
M-LDL-C%,0.63 [0.55-0.72],3.590e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.61 [0.51-0.73],0.028,*,VLDL Cholesterol
VLDL-CE,0.61 [0.51-0.74],0.045,*,Cholesteryl Esters in VLDL
SM,0.61 [0.50-0.73],0.035,*,Sphingomyelins
M-VLDL-CE,0.60 [0.49-0.72],0.023,*,Cholesteryl Esters in Medium VLDL
S-VLDL-C,0.59 [0.49-0.72],0.036,*,Cholesterol in Small VLDL
M-VLDL-TG,0.59 [0.48-0.72],0.048,*,Triglycerides in Medium VLDL
LA,0.59 [0.50-0.70],2.813e-04,***,Linoleic Acid
Phosphoglyc,0.59 [0.49-0.70],9.474e-04,***,Phosphoglycerides
IDL-FC,0.59 [0.49-0.71],0.005,**,Free Cholesterol in IDL
S-LDL-C%,0.58 [0.51-0.67],4.878e-09,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-PL,0.58 [0.48-0.71],0.005,**,Phospholipids in IDL
Albumin,0.58 [0.51-0.67],4.236e-09,***,Albumin
L-LDL-C%,0.58 [0.51-0.67],1.997e-09,***,Cholesterol to Total-Lipids in Large LDL percentage
Cholines,0.57 [0.48-0.69],1.848e-04,***,Total-Cholines
L-LDL-CE%,0.57 [0.49-0.66],4.225e-08,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-CE%,0.57 [0.50-0.65],1.088e-10,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-VLDL-PL,0.57 [0.47-0.69],0.005,**,Phospholipids in Small VLDL
M-VLDL-C,0.57 [0.47-0.69],0.001,**,Cholesterol in Medium VLDL
Omega-6,0.57 [0.48-0.68],3.937e-05,***,Omega-6 Fatty Acids
PC,0.57 [0.47-0.68],1.255e-04,***,Phosphatidylcholines
HDL-P,0.56 [0.46-0.69],0.006,**,Concentration of HDL Particles
IDL-P,0.56 [0.46-0.68],0.002,**,Concentration of IDL Particles
Remnant-C,0.56 [0.47-0.67],1.119e-05,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-VLDL-FC,0.56 [0.46-0.68],0.002,**,Free Cholesterol in Small VLDL
IDL-L,0.56 [0.47-0.66],1.186e-05,***,Total-Lipids in IDL
Total-PL,0.55 [0.47-0.66],5.227e-06,***,Total-Phospholipids in Lipoprotein Particles
L-LDL-P,0.55 [0.45-0.67],9.230e-04,***,Concentration of Large LDL Particles
M-VLDL-L,0.55 [0.45-0.66],6.961e-05,***,Total-Lipids in Medium VLDL
M-VLDL-FC,0.55 [0.45-0.67],6.012e-04,***,Free Cholesterol in Medium VLDL
M-VLDL-PL,0.55 [0.45-0.66],3.091e-04,***,Phospholipids in Medium VLDL
ApoB,0.55 [0.46-0.66],1.633e-05,***,Apolipoprotein B
PUFA,0.55 [0.46-0.65],2.766e-06,***,Polyunsaturated Fatty Acids
S-HDL-PL,0.54 [0.45-0.66],2.132e-05,***,Phospholipids in Small HDL
Total-L,0.54 [0.46-0.64],4.873e-08,***,Total-Lipids in Lipoprotein Particles
IDL-C,0.54 [0.45-0.65],2.747e-06,***,Cholesterol in IDL
M-VLDL-P,0.54 [0.44-0.66],5.870e-04,***,Concentration of Medium VLDL Particles
S-LDL-P,0.53 [0.43-0.65],9.215e-05,***,Concentration of Small LDL Particles
Total-FC,0.53 [0.44-0.63],2.292e-07,***,Total-Free Cholesterol
LDL-P,0.53 [0.43-0.64],7.377e-05,***,Concentration of LDL Particles
Total-C,0.53 [0.45-0.62],3.548e-09,***,Total-Cholesterol
Total-P,0.53 [0.43-0.64],5.856e-05,***,Total-Concentration of Lipoprotein Particles
Non-HDL-C,0.52 [0.44-0.62],3.120e-09,***,Total-Cholesterol Minus HDL-C
IDL-CE,0.52 [0.44-0.63],5.022e-07,***,Cholesteryl Esters in IDL
Total-CE,0.52 [0.44-0.61],2.319e-09,***,Total-Esterified Cholesterol
S-HDL-L,0.52 [0.43-0.62],7.301e-08,***,Total-Lipids in Small HDL
S-LDL-PL,0.51 [0.42-0.62],1.845e-06,***,Phospholipids in Small LDL
