Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.09 [1.07-1.10],9.033e-31,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG%,1.09 [1.07-1.10],1.477e-31,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.08 [1.07-1.10],1.970e-31,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.08 [1.07-1.09],1.188e-26,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
TG/PG,1.08 [1.06-1.09],2.217e-23,***,Triglycerides to Phosphoglycerides ratio
M-VLDL-TG%,1.08 [1.06-1.09],4.144e-25,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-HDL-FC%,1.08 [1.06-1.09],4.408e-19,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-TG%,1.07 [1.06-1.09],8.406e-24,***,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-TG%,1.07 [1.06-1.09],3.592e-22,***,Triglycerides to Total-Lipids in Small HDL percentage
MUFA%,1.07 [1.06-1.09],4.145e-19,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,1.07 [1.05-1.08],7.703e-18,***,Triglycerides to Total-Lipids in Large HDL percentage
S-VLDL-TG%,1.07 [1.05-1.08],2.521e-18,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.06 [1.05-1.08],8.495e-18,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.06 [1.05-1.08],8.421e-16,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.06 [1.05-1.08],3.992e-16,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-TG%,1.06 [1.05-1.07],2.450e-12,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,1.06 [1.04-1.07],1.759e-11,***,Phospholipids to Total-Lipids in Large HDL percentage
VLDL-size,1.05 [1.04-1.07],9.776e-10,***,Average Diameter for VLDL Particles
XL-VLDL-TG%,1.05 [1.04-1.07],3.326e-11,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-PL%,1.05 [1.04-1.06],2.559e-10,***,Phospholipids to Total-Lipids in IDL percentage
Creatinine,1.05 [1.03-1.06],9.051e-05,***,Creatinine
GlycA,1.05 [1.03-1.06],2.347e-06,***,Glycoprotein Acetyls
L-VLDL-PL%,1.04 [1.03-1.06],5.526e-06,***,Phospholipids to Total-Lipids in Large VLDL percentage
S-HDL-TG,1.04 [1.03-1.06],1.270e-05,***,Triglycerides in Small HDL
XL-VLDL-TG,1.04 [1.03-1.06],3.664e-05,***,Triglycerides in Very Large VLDL
S-VLDL-TG,1.04 [1.03-1.05],2.787e-04,***,Triglycerides in Small VLDL
VLDL-TG,1.04 [1.03-1.05],0.001,**,Triglycerides in VLDL
XL-VLDL-P,1.04 [1.03-1.05],0.001,**,Concentration of Very Large VLDL Particles
XL-VLDL-L,1.04 [1.02-1.05],0.002,**,Total-Lipids in Very Large VLDL
XXL-VLDL-PL,1.04 [1.02-1.05],0.002,**,Phospholipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL,1.04 [1.02-1.05],0.002,**,Phospholipids in Large VLDL
XXL-VLDL-L,1.04 [1.02-1.05],0.004,**,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.04 [1.02-1.05],0.005,**,Concentration of Chylomicrons and Extremely Large VLDL Particles
L-VLDL-TG,1.04 [1.02-1.05],0.006,**,Triglycerides in Large VLDL
XXL-VLDL-TG,1.04 [1.02-1.05],0.010,*,Triglycerides in Chylomicrons and Extremely Large VLDL
Total-TG,1.04 [1.02-1.05],0.018,*,Total-Triglycerides
XL-VLDL-PL,1.04 [1.02-1.05],0.019,*,Phospholipids in Very Large VLDL
