Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.15 [1.13-1.17],4.996e-52,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.14 [1.12-1.16],4.491e-49,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.13 [1.11-1.15],1.658e-40,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.13 [1.11-1.15],1.584e-44,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.13 [1.11-1.14],2.223e-37,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.12 [1.10-1.14],4.263e-34,***,Triglycerides to Total-Lipids in Medium VLDL percentage
MUFA%,1.12 [1.10-1.14],3.702e-29,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.12 [1.10-1.14],2.677e-34,***,Triglycerides to Total-Lipids in Small LDL percentage
GlycA,1.12 [1.10-1.14],1.202e-30,***,Glycoprotein Acetyls
S-VLDL-TG%,1.12 [1.10-1.14],4.813e-31,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-PL%,1.11 [1.09-1.13],2.919e-25,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-VLDL-TG%,1.10 [1.08-1.12],5.585e-21,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG%,1.10 [1.08-1.12],1.795e-20,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.09 [1.08-1.11],1.079e-17,***,Triglycerides to Phosphoglycerides ratio
L-HDL-PL%,1.09 [1.07-1.11],1.090e-16,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.08 [1.06-1.10],6.118e-16,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-TG%,1.08 [1.06-1.10],4.122e-13,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.08 [1.06-1.10],1.561e-12,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.08 [1.06-1.10],3.172e-11,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.07 [1.05-1.09],9.779e-10,***,Triglycerides in Small HDL
XL-VLDL-TG,1.06 [1.04-1.08],3.266e-06,***,Triglycerides in Very Large VLDL
VLDL-size,1.06 [1.04-1.08],6.316e-05,***,Average Diameter for VLDL Particles
XXL-VLDL-PL,1.06 [1.04-1.08],4.749e-06,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.06 [1.04-1.08],6.426e-06,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XS-VLDL-TG,1.06 [1.04-1.08],3.191e-06,***,Triglycerides in Very Small VLDL
XXL-VLDL-L,1.06 [1.04-1.08],1.795e-05,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.06 [1.04-1.08],1.466e-05,***,Triglycerides in Chylomicrons and Extremely Large VLDL
S-VLDL-TG,1.06 [1.04-1.07],2.765e-05,***,Triglycerides in Small VLDL
L-VLDL-PL%,1.05 [1.03-1.07],0.003,**,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-FC,1.05 [1.04-1.07],2.981e-04,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-LDL-TG,1.05 [1.04-1.07],3.262e-04,***,Triglycerides in Small LDL
Total-TG,1.05 [1.03-1.07],0.001,**,Total-Triglycerides
VLDL-TG,1.05 [1.03-1.07],0.002,**,Triglycerides in VLDL
XL-VLDL-P,1.05 [1.03-1.07],0.004,**,Concentration of Very Large VLDL Particles
XXL-VLDL-C,1.05 [1.03-1.07],0.004,**,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,1.05 [1.03-1.07],0.009,**,Total-Lipids in Very Large VLDL
HDL-TG,1.05 [1.03-1.07],0.003,**,Triglycerides in HDL
M-LDL-TG,1.05 [1.03-1.07],0.006,**,Triglycerides in Medium LDL
M-HDL-TG,1.05 [1.03-1.06],0.009,**,Triglycerides in Medium HDL
L-VLDL-TG%,1.05 [1.03-1.06],0.031,*,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-P,0.96 [0.94-0.97],0.025,*,Concentration of Small LDL Particles
M-VLDL-FC,0.96 [0.94-0.97],0.016,*,Free Cholesterol in Medium VLDL
S-VLDL-FC,0.96 [0.94-0.97],0.012,*,Free Cholesterol in Small VLDL
S-HDL-FC%,0.95 [0.94-0.97],0.021,*,Free Cholesterol to Total-Lipids in Small HDL percentage
DHA,0.95 [0.94-0.97],0.025,*,Docosahexaenoic Acid
S-HDL-C,0.95 [0.94-0.97],0.004,**,Cholesterol in Small HDL
M-HDL-P,0.95 [0.94-0.97],0.036,*,Concentration of Medium HDL Particles
DHA%,0.95 [0.94-0.97],0.011,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.95 [0.94-0.97],0.005,**,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.95 [0.94-0.97],0.014,*,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,0.95 [0.94-0.97],0.002,**,Citrate
S-HDL-CE,0.95 [0.94-0.97],7.770e-04,***,Cholesteryl Esters in Small HDL
HDL-PL,0.95 [0.93-0.97],0.014,*,Phospholipids in HDL
L-HDL-FC%,0.95 [0.93-0.97],5.007e-04,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-CE,0.95 [0.93-0.97],1.533e-04,***,Cholesteryl Esters in Small LDL
Phosphoglyc,0.95 [0.93-0.97],5.710e-04,***,Phosphoglycerides
M-LDL-CE,0.95 [0.93-0.96],8.054e-05,***,Cholesteryl Esters in Medium LDL
XXL-VLDL-C%,0.95 [0.93-0.96],2.959e-04,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-P,0.95 [0.93-0.96],3.787e-05,***,Concentration of Medium LDL Particles
S-LDL-PL,0.95 [0.93-0.96],1.653e-05,***,Phospholipids in Small LDL
Total-L,0.95 [0.93-0.96],2.874e-05,***,Total-Lipids in Lipoprotein Particles
S-LDL-L,0.95 [0.93-0.96],1.472e-05,***,Total-Lipids in Small LDL
M-HDL-FC,0.95 [0.93-0.96],4.703e-04,***,Free Cholesterol in Medium HDL
LDL-P,0.94 [0.93-0.96],2.891e-06,***,Concentration of LDL Particles
M-LDL-L,0.94 [0.93-0.96],1.257e-06,***,Total-Lipids in Medium LDL
M-LDL-PL,0.94 [0.93-0.96],1.244e-06,***,Phospholipids in Medium LDL
HDL-size,0.94 [0.92-0.96],0.001,**,Average Diameter for HDL Particles
L-LDL-P,0.94 [0.93-0.96],7.666e-07,***,Concentration of Large LDL Particles
XL-HDL-PL,0.94 [0.92-0.96],3.975e-04,***,Phospholipids in Very Large HDL
ApoA1,0.94 [0.93-0.96],2.879e-05,***,Apolipoprotein A1
M-HDL-CE,0.94 [0.93-0.96],1.255e-05,***,Cholesteryl Esters in Medium HDL
PUFA,0.94 [0.93-0.96],9.665e-07,***,Polyunsaturated Fatty Acids
M-HDL-C,0.94 [0.92-0.96],1.030e-05,***,Cholesterol in Medium HDL
PC,0.94 [0.92-0.96],1.582e-06,***,Phosphatidylcholines
ApoB,0.94 [0.92-0.96],3.599e-08,***,Apolipoprotein B
HDL-P,0.94 [0.92-0.96],8.647e-07,***,Concentration of HDL Particles
S-LDL-C,0.94 [0.92-0.95],1.947e-08,***,Cholesterol in Small LDL
M-LDL-C,0.94 [0.92-0.95],1.654e-08,***,Cholesterol in Medium LDL
Omega-6,0.94 [0.92-0.95],5.645e-08,***,Omega-6 Fatty Acids
Total-PL,0.94 [0.92-0.95],6.016e-08,***,Total-Phospholipids in Lipoprotein Particles
L-HDL-PL,0.94 [0.92-0.96],1.612e-05,***,Phospholipids in Large HDL
HDL-L,0.94 [0.92-0.95],1.662e-06,***,Total-Lipids in HDL
Cholines,0.94 [0.92-0.95],7.735e-08,***,Total-Cholines
XL-HDL-FC,0.94 [0.92-0.95],5.243e-07,***,Free Cholesterol in Very Large HDL
Albumin,0.94 [0.92-0.95],1.626e-09,***,Albumin
LA,0.94 [0.92-0.95],1.913e-09,***,Linoleic Acid
XL-HDL-L,0.93 [0.92-0.95],1.022e-06,***,Total-Lipids in Very Large HDL
XS-VLDL-C,0.93 [0.92-0.95],6.792e-10,***,Cholesterol in Very Small VLDL
XL-HDL-P,0.93 [0.91-0.95],2.686e-07,***,Concentration of Very Large HDL Particles
