Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.08 [1.06-1.10],2.454e-12,***,Phospholipids to Total-Lipids in Medium HDL percentage
TG/PG,1.08 [1.06-1.10],9.324e-12,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-FC%,1.08 [1.06-1.10],8.875e-09,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,1.07 [1.05-1.09],6.993e-07,***,Phospholipids to Total-Lipids in Large HDL percentage
VLDL-size,1.07 [1.05-1.09],9.193e-09,***,Average Diameter for VLDL Particles
XL-HDL-TG%,1.07 [1.05-1.09],2.441e-08,***,Triglycerides to Total-Lipids in Very Large HDL percentage
MUFA%,1.07 [1.05-1.09],1.067e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG%,1.07 [1.05-1.09],7.174e-08,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,1.07 [1.05-1.09],6.072e-07,***,Triglycerides to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.07 [1.05-1.08],1.715e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.06 [1.05-1.08],2.467e-07,***,Triglycerides to Total-Lipids in IDL percentage
S-HDL-TG%,1.06 [1.05-1.08],7.349e-08,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-TG,1.06 [1.05-1.08],5.543e-07,***,Triglycerides in Very Large VLDL
XL-VLDL-L,1.06 [1.04-1.08],6.856e-06,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,1.06 [1.04-1.08],6.979e-06,***,Concentration of Very Large VLDL Particles
VLDL-TG,1.06 [1.04-1.08],1.249e-05,***,Triglycerides in VLDL
L-VLDL-TG,1.06 [1.04-1.08],1.767e-05,***,Triglycerides in Large VLDL
XXL-VLDL-PL,1.06 [1.04-1.08],5.067e-05,***,Phospholipids in Chylomicrons and Extremely Large VLDL
M-HDL-TG%,1.06 [1.04-1.08],1.412e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-P,1.06 [1.04-1.08],6.420e-05,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
S-HDL-TG,1.06 [1.04-1.07],7.559e-06,***,Triglycerides in Small HDL
XXL-VLDL-L,1.06 [1.04-1.08],8.018e-05,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL,1.06 [1.04-1.07],1.911e-05,***,Phospholipids in Large VLDL
L-LDL-TG%,1.06 [1.04-1.07],1.259e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-PL,1.06 [1.04-1.07],4.996e-05,***,Phospholipids in Very Large VLDL
XXL-VLDL-TG,1.06 [1.04-1.07],2.240e-04,***,Triglycerides in Chylomicrons and Extremely Large VLDL
L-VLDL-P,1.06 [1.04-1.07],5.989e-05,***,Concentration of Large VLDL Particles
Total-TG,1.06 [1.04-1.07],9.034e-05,***,Total-Triglycerides
L-VLDL-L,1.05 [1.04-1.07],7.368e-05,***,Total-Lipids in Large VLDL
S-LDL-TG%,1.05 [1.04-1.07],1.114e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-FC,1.05 [1.04-1.07],2.538e-04,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,1.05 [1.04-1.07],2.950e-04,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-FC,1.05 [1.04-1.07],2.872e-04,***,Free Cholesterol in Large VLDL
XXL-VLDL-CE,1.05 [1.03-1.07],7.138e-04,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-FC,1.05 [1.03-1.07],4.860e-04,***,Free Cholesterol in Very Large VLDL
S-VLDL-TG,1.05 [1.03-1.07],4.164e-04,***,Triglycerides in Small VLDL
