Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,1.25 [1.14-1.37],0.452,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Gly,1.13 [1.05-1.22],1.000,,Glycine
M-LDL-PL%,1.11 [1.03-1.21],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
His,1.04 [0.96-1.12],1.000,,Histidine
Phe,1.03 [0.95-1.11],1.000,,Phenylalanine
HDL-PL,0.79 [0.72-0.86],0.037,*,Phospholipids in HDL
HDL-L,0.78 [0.71-0.85],0.008,**,Total-Lipids in HDL
M-HDL-FC%,0.77 [0.71-0.84],0.002,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-size,0.77 [0.70-0.85],0.025,*,Average Diameter for HDL Particles
HDL-CE,0.77 [0.70-0.84],0.004,**,Cholesteryl Esters in HDL
HDL-C,0.76 [0.70-0.84],0.002,**,HDL Cholesterol
L-HDL-PL,0.76 [0.69-0.84],0.005,**,Phospholipids in Large HDL
HDL-FC,0.76 [0.69-0.84],0.002,**,Free Cholesterol in HDL
L-HDL-CE,0.76 [0.69-0.84],0.006,**,Cholesteryl Esters in Large HDL
L-HDL-FC,0.76 [0.69-0.84],0.006,**,Free Cholesterol in Large HDL
L-HDL-C,0.76 [0.69-0.83],0.005,**,Cholesterol in Large HDL
L-HDL-L,0.76 [0.69-0.83],0.003,**,Total-Lipids in Large HDL
L-HDL-P,0.75 [0.68-0.83],0.004,**,Concentration of Large HDL Particles
