Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.67 [1.59-1.75],3.177e-85,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.66 [1.58-1.75],1.049e-87,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.62 [1.54-1.69],1.228e-82,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.61 [1.52-1.71],2.636e-55,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,1.61 [1.53-1.70],6.664e-64,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,1.58 [1.51-1.67],3.991e-64,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.56 [1.47-1.65],1.112e-49,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-PL%,1.47 [1.40-1.55],3.924e-44,***,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.45 [1.35-1.55],5.911e-22,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-TG%,1.41 [1.34-1.48],2.541e-35,***,Triglycerides to Total-Lipids in Small LDL percentage
S-LDL-PL%,1.40 [1.33-1.47],1.179e-32,***,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.37 [1.30-1.44],2.198e-30,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,1.29 [1.22-1.36],2.589e-14,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.28 [1.22-1.35],2.343e-15,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-PL%,1.25 [1.19-1.32],3.412e-11,***,Phospholipids to Total-Lipids in Small HDL percentage
GlycA,1.21 [1.15-1.28],1.136e-07,***,Glycoprotein Acetyls
L-VLDL-TG%,1.19 [1.13-1.26],3.725e-05,***,Triglycerides to Total-Lipids in Large VLDL percentage
