Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,1.16 [1.11-1.20],1.299e-08,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-TG%,1.16 [1.11-1.20],2.835e-08,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.15 [1.11-1.20],3.917e-08,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.15 [1.11-1.20],1.089e-07,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-TG%,1.15 [1.11-1.19],3.826e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.15 [1.11-1.19],3.721e-08,***,Triglycerides to Total-Lipids in IDL percentage
S-LDL-TG%,1.15 [1.11-1.19],3.165e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.14 [1.10-1.18],7.424e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.13 [1.09-1.17],8.103e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-TG,1.13 [1.09-1.17],3.523e-06,***,Triglycerides in Medium HDL
XL-VLDL-TG%,1.13 [1.08-1.17],0.004,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
SFA%,1.12 [1.08-1.17],1.947e-04,***,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-TG,1.12 [1.08-1.16],1.130e-04,***,Triglycerides in HDL
S-HDL-TG,1.11 [1.07-1.15],0.002,**,Triglycerides in Small HDL
XL-HDL-TG%,1.11 [1.07-1.15],0.022,*,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.11 [1.07-1.15],0.032,*,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-PL,1.11 [1.07-1.15],0.016,*,Phospholipids in Small HDL
S-LDL-FC,0.91 [0.87-0.94],0.015,*,Free Cholesterol in Small LDL
M-VLDL-CE,0.90 [0.87-0.94],0.011,*,Cholesteryl Esters in Medium VLDL
Unsaturation,0.90 [0.87-0.94],0.047,*,Degree of Unsaturation
L-VLDL-C%,0.90 [0.87-0.93],0.007,**,Cholesterol to Total-Lipids in Large VLDL percentage
IDL-C%,0.90 [0.87-0.93],3.288e-04,***,Cholesterol to Total-Lipids in IDL percentage
