Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.94 [1.89-1.98],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.83 [1.78-1.87],0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.82 [1.77-1.87],0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,1.81 [1.77-1.86],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.71 [1.67-1.74],0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-TG%,1.70 [1.65-1.76],1.086e-219,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,1.63 [1.60-1.67],0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.55 [1.52-1.59],0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.54 [1.50-1.57],4.399e-278,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.45 [1.42-1.48],8.296e-221,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.41 [1.37-1.44],8.358e-177,***,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-PL%,1.39 [1.35-1.43],1.127e-123,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,1.33 [1.29-1.36],6.423e-100,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-PL%,1.30 [1.27-1.33],1.529e-103,***,Phospholipids to Total-Lipids in Small LDL percentage
MUFA%,1.25 [1.22-1.29],5.664e-66,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.24 [1.21-1.27],8.624e-66,***,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-3%,1.24 [1.21-1.27],7.393e-64,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,1.24 [1.20-1.27],3.469e-53,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-TG%,1.21 [1.19-1.24],2.719e-51,***,Triglycerides to Total-Lipids in Very Large HDL percentage
