Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,1.45 [1.26-1.67],0.065,,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.39 [1.23-1.57],0.017,*,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.39 [1.22-1.58],0.073,,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.39 [1.22-1.57],0.061,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-TG%,1.19 [1.04-1.37],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-C%,0.74 [0.66-0.83],0.032,*,Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.73 [0.65-0.82],0.025,*,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.73 [0.65-0.81],0.008,**,Cholesteryl Esters to Total-Lipids in IDL percentage
S-VLDL-FC%,0.72 [0.64-0.81],0.029,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
Total-C,0.71 [0.62-0.81],0.026,*,Total-Cholesterol
Total-CE,0.71 [0.62-0.80],0.027,*,Total-Esterified Cholesterol
S-VLDL-PL%,0.71 [0.62-0.80],0.034,*,Phospholipids to Total-Lipids in Small VLDL percentage
LDL-CE,0.71 [0.62-0.80],0.027,*,Cholesteryl Esters in LDL
LDL-L,0.70 [0.62-0.80],0.014,*,Total-Lipids in LDL
Non-HDL-C,0.70 [0.62-0.80],0.011,*,Total-Cholesterol Minus HDL-C
M-LDL-C,0.70 [0.62-0.80],0.045,*,Cholesterol in Medium LDL
L-LDL-CE,0.70 [0.61-0.80],0.025,*,Cholesteryl Esters in Large LDL
LDL-C,0.70 [0.62-0.79],0.008,**,LDL Cholesterol
L-LDL-L,0.70 [0.61-0.80],0.011,*,Total-Lipids in Large LDL
S-LDL-FC,0.70 [0.61-0.80],0.030,*,Free Cholesterol in Small LDL
IDL-L,0.69 [0.61-0.79],0.013,*,Total-Lipids in IDL
L-LDL-C,0.69 [0.61-0.79],0.008,**,Cholesterol in Large LDL
LDL-PL,0.69 [0.61-0.79],0.010,*,Phospholipids in LDL
Clinical LDL-C,0.69 [0.61-0.78],0.001,**,Clinical LDL Cholesterol
IDL-FC,0.69 [0.60-0.79],0.028,*,Free Cholesterol in IDL
IDL-P,0.69 [0.60-0.79],0.043,*,Concentration of IDL Particles
L-LDL-PL,0.68 [0.60-0.78],0.005,**,Phospholipids in Large LDL
M-LDL-FC,0.68 [0.59-0.78],0.007,**,Free Cholesterol in Medium LDL
IDL-C,0.68 [0.60-0.78],0.003,**,Cholesterol in IDL
LDL-FC,0.68 [0.59-0.77],0.002,**,Free Cholesterol in LDL
IDL-CE,0.68 [0.59-0.77],0.002,**,Cholesteryl Esters in IDL
L-LDL-FC,0.67 [0.59-0.77],0.002,**,Free Cholesterol in Large LDL
