Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,1.75 [1.65-1.86],6.516e-74,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.72 [1.63-1.83],6.884e-73,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,1.72 [1.63-1.82],6.216e-83,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.69 [1.61-1.77],1.731e-89,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.63 [1.55-1.71],1.766e-79,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-TG%,1.62 [1.50-1.73],2.766e-34,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,1.59 [1.52-1.67],7.172e-77,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.47 [1.40-1.55],9.483e-43,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.45 [1.38-1.53],6.432e-40,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.42 [1.35-1.49],1.131e-37,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.39 [1.33-1.46],3.986e-34,***,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-PL%,1.32 [1.25-1.40],1.761e-15,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,1.30 [1.23-1.37],2.070e-14,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-PL%,1.28 [1.22-1.35],2.202e-15,***,Phospholipids to Total-Lipids in Small LDL percentage
MUFA%,1.24 [1.17-1.31],4.053e-09,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,1.24 [1.17-1.31],1.551e-09,***,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.22 [1.16-1.28],5.064e-08,***,Phospholipids to Total-Lipids in Medium HDL percentage
Creatinine,1.19 [1.13-1.26],1.092e-04,***,Creatinine
M-LDL-PL%,1.18 [1.11-1.24],9.158e-04,***,Phospholipids to Total-Lipids in Medium LDL percentage
