Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.76 [1.64-1.89],2.119e-48,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.76 [1.64-1.89],2.699e-46,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.71 [1.58-1.85],6.665e-35,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.70 [1.56-1.85],1.338e-28,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.69 [1.58-1.81],3.761e-44,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.66 [1.54-1.79],2.112e-34,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.64 [1.51-1.78],2.809e-26,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-PL%,1.52 [1.40-1.64],1.569e-21,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.49 [1.39-1.61],1.446e-20,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,1.48 [1.34-1.64],4.595e-09,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-PL%,1.44 [1.34-1.54],3.217e-17,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.42 [1.32-1.53],3.196e-15,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.32 [1.22-1.43],3.602e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.32 [1.22-1.42],5.911e-07,***,Glycoprotein Acetyls
M-HDL-PL%,1.28 [1.18-1.38],1.333e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-PL%,1.27 [1.16-1.38],0.008,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,1.26 [1.16-1.36],0.005,**,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.26 [1.16-1.36],0.003,**,Phospholipids to Total-Lipids in Small HDL percentage
Creatinine,1.25 [1.15-1.35],0.006,**,Creatinine
S-LDL-FC%,0.84 [0.78-0.89],0.042,*,Free Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-CE%,0.83 [0.78-0.89],0.023,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
