Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.34 [1.26-1.44],3.021e-12,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.34 [1.25-1.43],4.999e-12,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.31 [1.23-1.40],6.496e-11,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.30 [1.21-1.40],7.047e-08,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.29 [1.20-1.39],1.530e-06,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.28 [1.19-1.38],1.371e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-PL%,1.27 [1.19-1.37],2.100e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.25 [1.17-1.34],4.822e-05,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.22 [1.14-1.31],0.002,**,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.22 [1.14-1.30],0.004,**,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.21 [1.13-1.30],0.030,*,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-CE%,0.84 [0.79-0.90],0.044,*,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,0.83 [0.78-0.88],7.925e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
VLDL-PL,0.82 [0.77-0.89],0.030,*,Phospholipids in VLDL
S-VLDL-L,0.82 [0.76-0.88],0.025,*,Total-Lipids in Small VLDL
SFA,0.82 [0.76-0.88],0.010,*,Saturated Fatty Acids
ApoB/ApoA1,0.82 [0.76-0.88],0.013,*,Apolipoprotein B to Apolipoprotein A1 ratio
XL-VLDL-CE%,0.82 [0.76-0.88],0.027,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE,0.82 [0.76-0.88],0.019,*,Cholesteryl Esters in Large VLDL
XS-VLDL-PL,0.82 [0.76-0.88],0.015,*,Phospholipids in Very Small VLDL
ApoA1,0.82 [0.75-0.88],0.047,*,Apolipoprotein A1
S-LDL-CE%,0.81 [0.76-0.87],6.036e-04,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-CE,0.81 [0.76-0.87],0.002,**,Cholesteryl Esters in Small HDL
LA%,0.81 [0.76-0.87],5.434e-04,***,Linoleic Acid to Total-Fatty Acids percentage
M-VLDL-CE%,0.81 [0.76-0.85],3.647e-08,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
HDL-CE,0.81 [0.74-0.88],0.045,*,Cholesteryl Esters in HDL
S-HDL-C,0.80 [0.75-0.86],2.090e-04,***,Cholesterol in Small HDL
S-VLDL-C%,0.80 [0.75-0.86],9.624e-06,***,Cholesterol to Total-Lipids in Small VLDL percentage
XL-VLDL-CE,0.80 [0.74-0.86],0.002,**,Cholesteryl Esters in Very Large VLDL
Total-FA,0.80 [0.75-0.86],1.409e-04,***,Total-Fatty Acids
VLDL-P,0.80 [0.74-0.86],7.537e-04,***,Concentration of VLDL Particles
HDL-C,0.80 [0.74-0.87],0.016,*,HDL Cholesterol
L-LDL-FC%,0.80 [0.75-0.85],1.872e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
VLDL-FC,0.80 [0.74-0.86],1.785e-04,***,Free Cholesterol in VLDL
S-HDL-P,0.79 [0.74-0.85],5.644e-05,***,Concentration of Small HDL Particles
S-HDL-FC,0.79 [0.74-0.85],7.290e-05,***,Free Cholesterol in Small HDL
XS-VLDL-L,0.79 [0.74-0.85],8.188e-05,***,Total-Lipids in Very Small VLDL
M-VLDL-C%,0.79 [0.74-0.84],1.813e-08,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-CE,0.79 [0.73-0.85],3.017e-05,***,Cholesteryl Esters in Small VLDL
HDL-FC,0.79 [0.72-0.85],0.004,**,Free Cholesterol in HDL
XS-VLDL-P,0.78 [0.73-0.84],2.105e-05,***,Concentration of Very Small VLDL Particles
HDL-P,0.78 [0.72-0.84],5.385e-05,***,Concentration of HDL Particles
M-HDL-FC%,0.78 [0.73-0.84],3.992e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-L,0.78 [0.73-0.84],2.453e-06,***,Total-Lipids in Medium VLDL
M-VLDL-FC%,0.78 [0.73-0.83],8.475e-09,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
