Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,2.10 [1.86-2.36],2.079e-29,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,2.09 [1.90-2.30],1.255e-46,***,Triglycerides to Total-Lipids in IDL percentage
S-LDL-PL%,2.07 [1.88-2.27],1.353e-44,***,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-TG%,2.06 [1.88-2.26],1.502e-47,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,2.05 [1.85-2.28],1.738e-35,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,2.04 [1.87-2.23],4.881e-49,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.85 [1.65-2.07],3.841e-21,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-PL%,1.83 [1.65-2.02],1.415e-26,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.81 [1.64-2.01],5.616e-26,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Glu-lactate,1.77 [1.62-1.92],2.909e-34,***,Glucose-lactate
Glu,1.68 [1.53-1.85],1.399e-21,***,Glucose
XXL-VLDL-PL%,1.67 [1.50-1.87],4.210e-14,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,1.65 [1.47-1.85],1.420e-12,***,Phospholipids to Total-Lipids in Medium LDL percentage
XL-VLDL-TG%,1.49 [1.30-1.72],0.003,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-TG%,1.49 [1.36-1.64],8.140e-11,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.41 [1.27-1.57],2.943e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
XXL-VLDL-FC%,1.38 [1.26-1.51],3.039e-06,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,1.37 [1.24-1.50],1.214e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
