Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.43 [1.38-1.48],9.316e-89,***,Creatinine
XS-VLDL-PL%,1.20 [1.16-1.24],7.760e-21,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.20 [1.16-1.24],7.340e-22,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.20 [1.16-1.24],1.001e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.18 [1.14-1.22],2.285e-18,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.18 [1.14-1.22],2.903e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
MUFA%,1.18 [1.14-1.22],5.022e-14,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.17 [1.14-1.21],8.565e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.17 [1.13-1.21],1.958e-13,***,Glycoprotein Acetyls
S-HDL-TG%,1.16 [1.12-1.21],2.236e-11,***,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,1.16 [1.12-1.21],5.015e-12,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-TG%,1.15 [1.11-1.20],1.214e-10,***,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.15 [1.11-1.19],2.901e-11,***,Triglycerides to Total-Lipids in Small LDL percentage
TG/PG,1.15 [1.11-1.19],7.606e-09,***,Triglycerides to Phosphoglycerides ratio
XL-VLDL-TG%,1.14 [1.10-1.19],2.051e-05,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XL-HDL-FC%,1.14 [1.10-1.18],3.435e-06,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.14 [1.10-1.17],1.300e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.13 [1.10-1.18],6.709e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.13 [1.09-1.17],6.854e-07,***,Triglycerides to Total-Lipids in Very Large HDL percentage
IDL-PL%,1.11 [1.07-1.15],1.254e-04,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.10 [1.06-1.14],0.004,**,Phospholipids to Total-Lipids in Large HDL percentage
IDL-FC%,0.92 [0.89-0.94],0.008,**,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-FC%,0.91 [0.89-0.94],0.002,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-CE%,0.91 [0.89-0.94],0.004,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-LDL-C,0.91 [0.88-0.94],0.029,*,Cholesterol in Small LDL
S-HDL-L,0.91 [0.88-0.94],0.035,*,Total-Lipids in Small HDL
S-HDL-PL,0.91 [0.88-0.94],0.031,*,Phospholipids in Small HDL
ApoB,0.91 [0.88-0.94],0.010,**,Apolipoprotein B
M-LDL-C,0.91 [0.88-0.94],0.009,**,Cholesterol in Medium LDL
Omega-3%,0.91 [0.88-0.94],0.025,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-FC%,0.91 [0.88-0.94],1.683e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-CE%,0.91 [0.88-0.94],9.873e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
PUFA,0.91 [0.88-0.94],0.004,**,Polyunsaturated Fatty Acids
S-HDL-FC,0.91 [0.88-0.94],0.005,**,Free Cholesterol in Small HDL
L-VLDL-CE%,0.90 [0.87-0.93],0.002,**,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-P,0.90 [0.87-0.93],5.790e-04,***,Concentration of Small HDL Particles
S-VLDL-CE%,0.90 [0.87-0.93],6.382e-05,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-FC%,0.90 [0.87-0.93],0.005,**,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-C,0.90 [0.87-0.93],2.678e-04,***,Cholesterol in Medium VLDL
M-LDL-FC%,0.90 [0.87-0.93],2.466e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.90 [0.87-0.93],1.427e-05,***,Cholesteryl Esters in LDL
DHA%,0.90 [0.86-0.93],7.362e-05,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-CE,0.89 [0.86-0.93],2.376e-05,***,Cholesteryl Esters in Small HDL
Total-L,0.89 [0.87-0.92],7.647e-06,***,Total-Lipids in Lipoprotein Particles
S-HDL-C,0.89 [0.86-0.92],1.990e-05,***,Cholesterol in Small HDL
S-LDL-FC,0.89 [0.86-0.92],1.431e-05,***,Free Cholesterol in Small LDL
LDL-L,0.89 [0.86-0.92],4.363e-06,***,Total-Lipids in LDL
L-HDL-CE%,0.89 [0.87-0.92],1.272e-07,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-FC,0.89 [0.86-0.92],5.766e-06,***,Free Cholesterol in Medium LDL
LDL-PL,0.89 [0.86-0.92],3.824e-06,***,Phospholipids in LDL
Remnant-C,0.89 [0.86-0.92],1.271e-06,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-C,0.89 [0.86-0.92],2.745e-07,***,LDL Cholesterol
XL-HDL-FC,0.89 [0.85-0.92],6.494e-04,***,Free Cholesterol in Very Large HDL
Non-HDL-C,0.89 [0.86-0.92],1.075e-07,***,Total-Cholesterol Minus HDL-C
L-LDL-CE,0.88 [0.86-0.91],1.668e-07,***,Cholesteryl Esters in Large LDL
L-HDL-FC%,0.88 [0.86-0.91],7.435e-11,***,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-L,0.88 [0.85-0.91],2.198e-08,***,Total-Lipids in Large LDL
DHA,0.88 [0.85-0.91],3.309e-06,***,Docosahexaenoic Acid
M-VLDL-CE,0.88 [0.85-0.91],6.962e-08,***,Cholesteryl Esters in Medium VLDL
M-HDL-PL,0.88 [0.85-0.91],6.731e-07,***,Phospholipids in Medium HDL
XL-VLDL-CE%,0.88 [0.85-0.91],4.449e-07,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-HDL-C%,0.88 [0.85-0.91],6.575e-09,***,Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-C,0.88 [0.85-0.91],1.042e-07,***,Cholesterol in Very Small VLDL
XL-VLDL-C%,0.88 [0.85-0.91],8.820e-07,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-C,0.88 [0.85-0.91],3.260e-09,***,Cholesterol in Large LDL
L-HDL-C%,0.88 [0.85-0.90],3.339e-11,***,Cholesterol to Total-Lipids in Large HDL percentage
Unsaturation,0.88 [0.85-0.91],2.326e-08,***,Degree of Unsaturation
PUFA/MUFA,0.88 [0.84-0.91],2.476e-08,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Clinical LDL-C,0.87 [0.85-0.90],1.961e-10,***,Clinical LDL Cholesterol
XL-HDL-PL,0.87 [0.84-0.91],1.958e-04,***,Phospholipids in Very Large HDL
L-LDL-PL,0.87 [0.84-0.90],1.354e-09,***,Phospholipids in Large LDL
S-VLDL-C%,0.87 [0.85-0.90],6.642e-11,***,Cholesterol to Total-Lipids in Small VLDL percentage
IDL-P,0.87 [0.84-0.90],3.794e-09,***,Concentration of IDL Particles
M-VLDL-CE%,0.87 [0.85-0.90],6.435e-14,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Phosphoglyc,0.87 [0.84-0.90],3.580e-09,***,Phosphoglycerides
LDL-FC,0.87 [0.84-0.90],3.225e-10,***,Free Cholesterol in LDL
M-VLDL-PL%,0.87 [0.84-0.90],8.765e-12,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XL-HDL-P,0.87 [0.83-0.91],3.906e-05,***,Concentration of Very Large HDL Particles
Total-FC,0.87 [0.84-0.90],5.879e-11,***,Total-Free Cholesterol
M-HDL-L,0.87 [0.84-0.90],5.842e-09,***,Total-Lipids in Medium HDL
M-VLDL-FC%,0.87 [0.84-0.90],1.655e-12,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-size,0.87 [0.83-0.90],5.276e-06,***,Average Diameter for HDL Particles
S-LDL-C%,0.86 [0.84-0.89],3.431e-14,***,Cholesterol to Total-Lipids in Small LDL percentage
Total-PL,0.86 [0.84-0.89],1.845e-11,***,Total-Phospholipids in Lipoprotein Particles
XL-HDL-L,0.86 [0.83-0.90],5.227e-06,***,Total-Lipids in Very Large HDL
M-VLDL-C%,0.86 [0.84-0.89],1.205e-14,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-FC,0.86 [0.83-0.89],4.492e-12,***,Free Cholesterol in Large LDL
XS-VLDL-CE,0.86 [0.83-0.89],7.150e-11,***,Cholesteryl Esters in Very Small VLDL
Cholines,0.86 [0.83-0.89],1.719e-11,***,Total-Cholines
IDL-PL,0.86 [0.83-0.89],1.349e-11,***,Phospholipids in IDL
PC,0.86 [0.83-0.89],2.595e-11,***,Phosphatidylcholines
M-HDL-P,0.86 [0.83-0.89],2.610e-09,***,Concentration of Medium HDL Particles
L-LDL-FC%,0.86 [0.83-0.89],4.330e-15,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-C%,0.86 [0.83-0.89],1.086e-15,***,Cholesterol to Total-Lipids in Large LDL percentage
SM,0.86 [0.83-0.89],3.157e-12,***,Sphingomyelins
M-LDL-C%,0.86 [0.83-0.88],4.786e-18,***,Cholesterol to Total-Lipids in Medium LDL percentage
HDL-P,0.85 [0.82-0.89],1.138e-11,***,Concentration of HDL Particles
Total-C,0.85 [0.83-0.88],3.771e-15,***,Total-Cholesterol
IDL-L,0.85 [0.83-0.88],1.778e-14,***,Total-Lipids in IDL
M-HDL-CE,0.85 [0.82-0.88],8.438e-12,***,Cholesteryl Esters in Medium HDL
ApoA1,0.85 [0.82-0.88],7.900e-12,***,Apolipoprotein A1
HDL-PL,0.85 [0.82-0.88],2.474e-11,***,Phospholipids in HDL
XL-HDL-C,0.85 [0.81-0.89],2.924e-08,***,Cholesterol in Very Large HDL
M-HDL-C,0.85 [0.82-0.88],3.768e-12,***,Cholesterol in Medium HDL
Total-CE,0.85 [0.82-0.88],2.879e-16,***,Total-Esterified Cholesterol
M-HDL-FC,0.85 [0.82-0.88],2.801e-11,***,Free Cholesterol in Medium HDL
Total-P,0.85 [0.82-0.88],2.659e-13,***,Total-Concentration of Lipoprotein Particles
IDL-FC,0.85 [0.82-0.88],5.509e-15,***,Free Cholesterol in IDL
S-VLDL-PL%,0.85 [0.82-0.88],2.714e-16,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.85 [0.82-0.87],4.096e-18,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
IDL-CE%,0.85 [0.82-0.87],1.207e-20,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.85 [0.82-0.87],5.878e-22,***,Cholesterol to Total-Lipids in IDL percentage
L-HDL-PL,0.84 [0.81-0.88],9.136e-10,***,Phospholipids in Large HDL
XL-HDL-CE,0.84 [0.81-0.88],5.188e-09,***,Cholesteryl Esters in Very Large HDL
IDL-C,0.84 [0.81-0.87],1.709e-17,***,Cholesterol in IDL
IDL-CE,0.84 [0.81-0.87],1.807e-17,***,Cholesteryl Esters in IDL
HDL-L,0.84 [0.81-0.87],7.382e-14,***,Total-Lipids in HDL
L-HDL-P,0.84 [0.80-0.88],2.122e-09,***,Concentration of Large HDL Particles
L-HDL-L,0.83 [0.80-0.87],1.822e-11,***,Total-Lipids in Large HDL
L-HDL-FC,0.83 [0.80-0.87],8.371e-11,***,Free Cholesterol in Large HDL
XS-VLDL-C%,0.83 [0.80-0.86],1.599e-25,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE,0.83 [0.79-0.87],8.313e-12,***,Cholesteryl Esters in Large HDL
M-HDL-FC%,0.83 [0.80-0.86],2.393e-20,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-C,0.83 [0.79-0.86],3.396e-12,***,Cholesterol in Large HDL
HDL-FC,0.83 [0.79-0.86],9.454e-15,***,Free Cholesterol in HDL
XS-VLDL-CE%,0.82 [0.80-0.85],4.082e-28,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
HDL-CE,0.82 [0.79-0.85],1.036e-17,***,Cholesteryl Esters in HDL
HDL-C,0.82 [0.79-0.85],5.086e-18,***,HDL Cholesterol
