Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.15 [1.11-1.18],1.224e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,1.14 [1.11-1.18],2.796e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.14 [1.10-1.17],1.054e-12,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.13 [1.10-1.16],1.491e-11,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.11 [1.08-1.14],3.267e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.11 [1.08-1.14],1.371e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.11 [1.07-1.14],2.201e-06,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.11 [1.07-1.14],3.793e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.10 [1.07-1.13],2.871e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.10 [1.06-1.13],9.192e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-TG%,1.10 [1.07-1.13],8.261e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-HDL-FC%,1.10 [1.06-1.13],0.011,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-PL%,1.09 [1.06-1.12],2.405e-05,***,Phospholipids to Total-Lipids in IDL percentage
TG/PG,1.09 [1.06-1.13],0.002,**,Triglycerides to Phosphoglycerides ratio
L-HDL-PL%,1.09 [1.06-1.13],0.002,**,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,1.09 [1.06-1.12],0.002,**,Glycoprotein Acetyls
M-HDL-TG%,1.09 [1.06-1.12],0.001,**,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.09 [1.06-1.12],0.007,**,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL,0.93 [0.90-0.95],0.030,*,Phospholipids in Medium LDL
S-HDL-P,0.93 [0.90-0.95],0.025,*,Concentration of Small HDL Particles
S-HDL-C%,0.93 [0.90-0.95],0.024,*,Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.93 [0.90-0.95],0.013,*,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-L,0.93 [0.90-0.95],0.016,*,Total-Lipids in Medium LDL
XS-VLDL-CE,0.93 [0.90-0.95],0.020,*,Cholesteryl Esters in Very Small VLDL
S-HDL-CE,0.92 [0.90-0.95],0.005,**,Cholesteryl Esters in Small HDL
S-HDL-FC%,0.92 [0.90-0.95],0.022,*,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-C,0.92 [0.90-0.95],0.005,**,Cholesterol in Small LDL
S-VLDL-C%,0.92 [0.90-0.95],0.004,**,Cholesterol to Total-Lipids in Small VLDL percentage
S-HDL-FC,0.92 [0.90-0.95],0.008,**,Free Cholesterol in Small HDL
Remnant-C,0.92 [0.90-0.95],0.003,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-C,0.92 [0.90-0.95],0.003,**,Cholesterol in Medium LDL
M-HDL-PL,0.92 [0.89-0.95],0.021,*,Phospholipids in Medium HDL
XL-VLDL-C%,0.92 [0.89-0.95],0.010,**,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-HDL-C,0.92 [0.90-0.95],0.002,**,Cholesterol in Small HDL
XL-HDL-FC,0.92 [0.89-0.95],0.011,*,Free Cholesterol in Very Large HDL
PUFA/MUFA,0.92 [0.89-0.95],0.033,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-VLDL-CE%,0.92 [0.89-0.95],0.002,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-HDL-CE%,0.92 [0.89-0.94],5.146e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-VLDL-CE,0.92 [0.89-0.94],2.421e-04,***,Cholesteryl Esters in Medium VLDL
M-LDL-FC%,0.92 [0.89-0.94],5.732e-04,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-P,0.92 [0.89-0.94],1.112e-04,***,Concentration of IDL Particles
M-VLDL-PL%,0.92 [0.89-0.94],1.208e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
PUFA,0.91 [0.89-0.94],4.765e-04,***,Polyunsaturated Fatty Acids
M-VLDL-FC%,0.91 [0.89-0.94],1.336e-04,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.91 [0.89-0.94],6.381e-05,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-HDL-CE%,0.91 [0.89-0.94],1.132e-04,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Omega-6,0.91 [0.89-0.94],1.484e-04,***,Omega-6 Fatty Acids
