Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.11 [1.08-1.13],3.491e-14,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.11 [1.08-1.13],4.393e-14,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.10 [1.07-1.12],7.171e-11,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.09 [1.07-1.12],4.660e-11,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.08 [1.06-1.11],3.889e-07,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-PL%,1.08 [1.06-1.11],5.276e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.08 [1.05-1.10],1.844e-05,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.07 [1.04-1.09],0.002,**,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.06 [1.04-1.09],0.004,**,Phospholipids to Total-Lipids in IDL percentage
L-LDL-CE%,0.94 [0.92-0.96],0.010,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
VLDL-FC,0.94 [0.92-0.96],0.025,*,Free Cholesterol in VLDL
S-VLDL-CE,0.94 [0.92-0.96],0.018,*,Cholesteryl Esters in Small VLDL
Omega-3,0.94 [0.92-0.96],0.034,*,Omega-3 Fatty Acids
S-HDL-CE,0.94 [0.92-0.96],0.009,**,Cholesteryl Esters in Small HDL
Total-FA,0.94 [0.92-0.96],0.006,**,Total-Fatty Acids
LA%,0.94 [0.92-0.96],0.004,**,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-C,0.94 [0.92-0.96],0.002,**,Cholesterol in Small HDL
S-HDL-P,0.94 [0.92-0.96],0.001,**,Concentration of Small HDL Particles
HDL-CE,0.94 [0.91-0.96],0.035,*,Cholesteryl Esters in HDL
M-VLDL-L,0.94 [0.92-0.96],8.443e-04,***,Total-Lipids in Medium VLDL
L-HDL-FC%,0.94 [0.92-0.96],4.518e-04,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-PL,0.94 [0.92-0.96],6.279e-04,***,Phospholipids in Small VLDL
S-HDL-FC,0.94 [0.92-0.96],0.001,**,Free Cholesterol in Small HDL
XS-VLDL-P,0.94 [0.92-0.96],7.448e-04,***,Concentration of Very Small VLDL Particles
L-LDL-FC%,0.94 [0.92-0.96],4.498e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-C,0.94 [0.92-0.96],3.897e-04,***,Cholesterol in Small VLDL
XS-VLDL-L,0.94 [0.92-0.96],6.014e-04,***,Total-Lipids in Very Small VLDL
DHA,0.94 [0.91-0.96],0.001,**,Docosahexaenoic Acid
M-VLDL-CE%,0.93 [0.91-0.95],2.951e-05,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
HDL-C,0.93 [0.91-0.96],0.009,**,HDL Cholesterol
XS-VLDL-FC,0.93 [0.91-0.95],1.453e-04,***,Free Cholesterol in Very Small VLDL
M-VLDL-P,0.93 [0.91-0.95],8.061e-05,***,Concentration of Medium VLDL Particles
HDL-P,0.93 [0.91-0.95],4.279e-04,***,Concentration of HDL Particles
S-VLDL-C%,0.93 [0.91-0.95],1.712e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
HDL-FC,0.93 [0.91-0.96],0.004,**,Free Cholesterol in HDL
VLDL-C,0.93 [0.91-0.95],2.281e-05,***,VLDL Cholesterol
M-VLDL-C%,0.93 [0.91-0.95],1.135e-05,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.93 [0.91-0.95],4.572e-06,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL,0.93 [0.91-0.95],6.317e-06,***,Phospholipids in Medium VLDL
S-VLDL-FC,0.93 [0.91-0.95],1.049e-06,***,Free Cholesterol in Small VLDL
M-VLDL-PL%,0.93 [0.91-0.95],3.360e-07,***,Phospholipids to Total-Lipids in Medium VLDL percentage
VLDL-CE,0.93 [0.91-0.95],5.839e-07,***,Cholesteryl Esters in VLDL
M-LDL-C%,0.93 [0.91-0.94],2.809e-08,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-P,0.93 [0.91-0.95],4.936e-07,***,Concentration of Small LDL Particles
M-LDL-P,0.92 [0.90-0.95],3.333e-07,***,Concentration of Medium LDL Particles
M-VLDL-FC,0.92 [0.90-0.94],2.349e-07,***,Free Cholesterol in Medium VLDL
S-LDL-PL,0.92 [0.90-0.94],3.038e-08,***,Phospholipids in Small LDL
Total-P,0.92 [0.90-0.94],4.475e-07,***,Total-Concentration of Lipoprotein Particles
M-LDL-CE,0.92 [0.90-0.94],9.062e-09,***,Cholesteryl Esters in Medium LDL
S-LDL-L,0.92 [0.90-0.94],2.835e-09,***,Total-Lipids in Small LDL
S-LDL-CE,0.92 [0.90-0.94],4.096e-09,***,Cholesteryl Esters in Small LDL
S-LDL-C%,0.92 [0.90-0.94],3.127e-10,***,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-L,0.92 [0.90-0.94],1.032e-09,***,Total-Lipids in Medium LDL
M-LDL-PL,0.92 [0.90-0.94],9.612e-10,***,Phospholipids in Medium LDL
Phosphoglyc,0.92 [0.90-0.94],1.878e-08,***,Phosphoglycerides
S-VLDL-FC%,0.92 [0.90-0.94],7.481e-10,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
LDL-P,0.92 [0.90-0.94],7.518e-10,***,Concentration of LDL Particles
XS-VLDL-C,0.92 [0.90-0.94],2.222e-09,***,Cholesterol in Very Small VLDL
M-LDL-C,0.92 [0.90-0.94],2.359e-10,***,Cholesterol in Medium LDL
S-VLDL-PL%,0.92 [0.90-0.94],7.311e-10,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-LDL-C,0.92 [0.90-0.94],2.080e-10,***,Cholesterol in Small LDL
ApoB,0.92 [0.90-0.93],9.024e-11,***,Apolipoprotein B
M-VLDL-C,0.91 [0.90-0.93],1.076e-10,***,Cholesterol in Medium VLDL
L-LDL-P,0.91 [0.89-0.93],1.520e-10,***,Concentration of Large LDL Particles
S-LDL-FC,0.91 [0.90-0.93],5.149e-11,***,Free Cholesterol in Small LDL
PC,0.91 [0.89-0.94],3.375e-09,***,Phosphatidylcholines
IDL-P,0.91 [0.89-0.93],5.484e-11,***,Concentration of IDL Particles
IDL-C%,0.91 [0.89-0.93],7.942e-13,***,Cholesterol to Total-Lipids in IDL percentage
M-HDL-FC%,0.91 [0.89-0.93],5.947e-09,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
LA,0.91 [0.89-0.93],1.231e-11,***,Linoleic Acid
M-VLDL-CE,0.91 [0.89-0.93],1.016e-11,***,Cholesteryl Esters in Medium VLDL
XS-VLDL-CE,0.91 [0.89-0.93],4.311e-11,***,Cholesteryl Esters in Very Small VLDL
Total-L,0.91 [0.89-0.93],6.061e-12,***,Total-Lipids in Lipoprotein Particles
Omega-6,0.91 [0.89-0.93],1.629e-11,***,Omega-6 Fatty Acids
Cholines,0.91 [0.89-0.93],1.081e-10,***,Total-Cholines
XS-VLDL-C%,0.91 [0.89-0.93],2.261e-12,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
SM,0.91 [0.89-0.93],5.153e-11,***,Sphingomyelins
M-LDL-FC,0.91 [0.89-0.93],1.212e-12,***,Free Cholesterol in Medium LDL
LDL-L,0.91 [0.89-0.93],1.812e-13,***,Total-Lipids in LDL
LDL-PL,0.91 [0.89-0.93],2.962e-13,***,Phospholipids in LDL
LDL-CE,0.91 [0.89-0.93],2.397e-13,***,Cholesteryl Esters in LDL
PUFA,0.91 [0.89-0.93],3.474e-12,***,Polyunsaturated Fatty Acids
IDL-CE%,0.91 [0.89-0.93],2.650e-14,***,Cholesteryl Esters to Total-Lipids in IDL percentage
