Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.78 [1.50-2.11],4.206e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.73 [1.46-2.06],8.718e-05,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.66 [1.41-1.94],1.408e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.59 [1.36-1.85],0.001,**,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.57 [1.33-1.85],0.016,*,Triglycerides to Total-Lipids in IDL percentage
M-LDL-C%,0.67 [0.59-0.77],0.005,**,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.65 [0.56-0.75],8.426e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-CE%,0.65 [0.56-0.76],0.006,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Total-CE,0.64 [0.54-0.76],0.046,*,Total-Esterified Cholesterol
IDL-C%,0.63 [0.54-0.72],1.663e-05,***,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.60 [0.52-0.69],7.157e-07,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.60 [0.52-0.69],3.004e-07,***,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-P,0.59 [0.49-0.71],0.002,**,Concentration of Small HDL Particles
S-HDL-C,0.59 [0.50-0.70],4.815e-04,***,Cholesterol in Small HDL
S-HDL-CE,0.58 [0.49-0.69],2.054e-04,***,Cholesteryl Esters in Small HDL
