Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,2.04 [1.87-2.22],6.220e-53,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.97 [1.81-2.14],7.692e-51,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,1.93 [1.72-2.15],1.934e-25,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.92 [1.78-2.07],1.328e-55,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.86 [1.74-2.00],4.278e-61,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.80 [1.68-1.93],2.548e-56,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.78 [1.66-1.90],3.485e-57,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.62 [1.50-1.74],4.788e-31,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.57 [1.45-1.69],6.760e-27,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.53 [1.42-1.64],6.677e-26,***,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.48 [1.36-1.61],3.049e-14,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,1.45 [1.35-1.56],1.131e-20,***,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-TG%,1.41 [1.29-1.53],2.652e-10,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-PL%,1.39 [1.29-1.49],1.992e-12,***,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.36 [1.26-1.47],1.945e-09,***,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.25 [1.15-1.35],0.010,**,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA%,1.24 [1.14-1.34],0.030,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.23 [1.14-1.33],0.016,*,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-C%,0.82 [0.77-0.88],0.001,**,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.82 [0.76-0.88],0.003,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-FC%,0.81 [0.76-0.86],1.942e-05,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-L,0.81 [0.75-0.87],0.006,**,Total-Lipids in Small HDL
