Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.15 [1.11-1.19],5.726e-09,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-FC%,1.11 [1.06-1.16],0.556,,Free Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-CE%,1.11 [1.06-1.16],0.501,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-HDL-CE%,1.09 [1.06-1.13],0.182,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Gly,1.08 [1.05-1.11],0.093,,Glycine
Cholines,0.90 [0.87-0.94],0.021,*,Total-Cholines
Omega-6,0.90 [0.87-0.94],0.010,**,Omega-6 Fatty Acids
S-VLDL-L,0.90 [0.87-0.94],0.030,*,Total-Lipids in Small VLDL
Total-L,0.90 [0.87-0.94],0.014,*,Total-Lipids in Lipoprotein Particles
Phosphoglyc,0.90 [0.87-0.93],0.002,**,Phosphoglycerides
VLDL-P,0.90 [0.86-0.94],0.041,*,Concentration of VLDL Particles
MUFA,0.90 [0.86-0.93],0.007,**,Monounsaturated Fatty Acids
PC,0.89 [0.86-0.93],3.580e-04,***,Phosphatidylcholines
Total-PL,0.89 [0.86-0.93],9.527e-04,***,Total-Phospholipids in Lipoprotein Particles
Val,0.89 [0.86-0.92],2.588e-04,***,Valine
IDL-PL,0.89 [0.86-0.93],0.005,**,Phospholipids in IDL
Total-FA,0.89 [0.86-0.92],1.796e-04,***,Total-Fatty Acids
M-LDL-TG,0.89 [0.85-0.93],0.020,*,Triglycerides in Medium LDL
Total-BCAA,0.89 [0.85-0.92],5.821e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-CE,0.88 [0.85-0.92],4.087e-04,***,Cholesteryl Esters in Very Small VLDL
XS-VLDL-C,0.88 [0.85-0.92],1.035e-04,***,Cholesterol in Very Small VLDL
LDL-TG,0.88 [0.84-0.92],2.715e-04,***,Triglycerides in LDL
PUFA,0.88 [0.85-0.91],1.240e-06,***,Polyunsaturated Fatty Acids
L-LDL-TG,0.88 [0.84-0.91],2.971e-05,***,Triglycerides in Large LDL
XS-VLDL-P,0.88 [0.84-0.91],1.277e-05,***,Concentration of Very Small VLDL Particles
XS-VLDL-FC,0.87 [0.84-0.91],1.129e-05,***,Free Cholesterol in Very Small VLDL
XS-VLDL-TG,0.87 [0.84-0.91],4.274e-06,***,Triglycerides in Very Small VLDL
Omega-3%,0.87 [0.84-0.90],6.150e-08,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-L,0.87 [0.84-0.90],3.764e-07,***,Total-Lipids in Very Small VLDL
XS-VLDL-PL,0.87 [0.83-0.90],2.414e-07,***,Phospholipids in Very Small VLDL
IDL-TG,0.87 [0.83-0.90],2.257e-07,***,Triglycerides in IDL
Ile,0.86 [0.83-0.89],2.285e-09,***,Isoleucine
DHA,0.83 [0.79-0.87],1.124e-11,***,Docosahexaenoic Acid
Omega-3,0.83 [0.79-0.86],2.265e-14,***,Omega-3 Fatty Acids
