Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.71 [1.68-1.74],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.67 [1.64-1.70],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,1.63 [1.59-1.66],0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.62 [1.59-1.65],0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.60 [1.58-1.63],0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.54 [1.52-1.57],0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.48 [1.45-1.51],0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,1.48 [1.44-1.51],1.468e-236,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-PL%,1.45 [1.43-1.48],0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.38 [1.36-1.41],6.449e-285,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.36 [1.34-1.39],1.967e-252,***,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-PL%,1.28 [1.26-1.31],2.916e-126,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,1.26 [1.24-1.28],2.430e-134,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.24 [1.22-1.26],7.067e-111,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.23 [1.21-1.26],9.285e-102,***,Triglycerides to Total-Lipids in Large VLDL percentage
MUFA%,1.23 [1.20-1.25],6.075e-92,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,1.20 [1.18-1.23],4.706e-69,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Glu-lactate,1.18 [1.16-1.20],2.984e-78,***,Glucose-lactate
Sc-ala,1.17 [1.15-1.19],5.550e-64,***,Spectrometer-corrected alanine
M-LDL-PL%,1.16 [1.14-1.18],5.703e-53,***,Phospholipids to Total-Lipids in Medium LDL percentage
Glu,1.16 [1.14-1.18],2.889e-55,***,Glucose
S-HDL-TG%,1.16 [1.13-1.18],4.114e-45,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,1.16 [1.13-1.18],6.037e-48,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.14 [1.11-1.16],1.904e-35,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-PL%,1.13 [1.11-1.15],8.777e-33,***,Phospholipids to Total-Lipids in Small HDL percentage
Ala,1.13 [1.11-1.15],5.509e-35,***,Alanine
Omega-3%,1.11 [1.09-1.13],2.826e-22,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
TG/PG,1.11 [1.09-1.13],1.925e-20,***,Triglycerides to Phosphoglycerides ratio
Creatinine,1.11 [1.08-1.13],4.270e-19,***,Creatinine
DHA%,1.08 [1.06-1.10],1.785e-11,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-TG%,1.08 [1.06-1.10],4.601e-10,***,Triglycerides to Total-Lipids in Medium HDL percentage
GlycA,1.07 [1.05-1.09],6.828e-06,***,Glycoprotein Acetyls
SFA%,0.95 [0.93-0.97],0.002,**,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-P,0.95 [0.93-0.97],0.003,**,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-TG,0.95 [0.93-0.97],0.003,**,Triglycerides in Chylomicrons and Extremely Large VLDL
M-HDL-CE%,0.95 [0.93-0.96],6.584e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Albumin,0.94 [0.92-0.96],4.210e-06,***,Albumin
His,0.94 [0.92-0.96],3.576e-06,***,Histidine
XXL-VLDL-L,0.94 [0.92-0.95],1.016e-06,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-HDL-PL%,0.94 [0.92-0.95],5.259e-08,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Omega-3,0.93 [0.92-0.95],1.631e-07,***,Omega-3 Fatty Acids
L-LDL-PL%,0.93 [0.92-0.95],2.017e-09,***,Phospholipids to Total-Lipids in Large LDL percentage
Acetate,0.93 [0.91-0.95],9.788e-10,***,Acetate
XXL-VLDL-FC,0.93 [0.91-0.95],1.302e-09,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
M-LDL-TG,0.92 [0.91-0.94],9.285e-12,***,Triglycerides in Medium LDL
S-LDL-TG,0.92 [0.91-0.94],2.808e-12,***,Triglycerides in Small LDL
L-HDL-TG,0.92 [0.90-0.94],1.627e-12,***,Triglycerides in Large HDL
Total-TG,0.92 [0.90-0.94],7.058e-14,***,Total-Triglycerides
VLDL-TG,0.92 [0.90-0.94],7.249e-14,***,Triglycerides in VLDL
S-HDL-CE%,0.92 [0.90-0.93],1.556e-16,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
IDL-TG,0.91 [0.90-0.93],3.339e-16,***,Triglycerides in IDL
Unsaturation,0.91 [0.90-0.93],8.532e-17,***,Degree of Unsaturation
XXL-VLDL-C%,0.91 [0.89-0.93],4.865e-16,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-TG,0.91 [0.89-0.93],1.721e-19,***,Triglycerides in LDL
L-VLDL-TG,0.91 [0.89-0.92],2.558e-20,***,Triglycerides in Large VLDL
XL-VLDL-P,0.90 [0.89-0.92],1.306e-21,***,Concentration of Very Large VLDL Particles
