Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.09 [1.07-1.10],4.549e-23,***,Glycoprotein Acetyls
IDL-TG%,1.08 [1.06-1.09],1.643e-19,***,Triglycerides to Total-Lipids in IDL percentage
S-HDL-TG%,1.08 [1.06-1.09],1.843e-17,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.08 [1.06-1.09],1.165e-15,***,Triglycerides to Phosphoglycerides ratio
L-LDL-TG%,1.07 [1.06-1.09],3.801e-17,***,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-TG%,1.07 [1.05-1.08],2.978e-15,***,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.07 [1.05-1.08],7.271e-16,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.07 [1.05-1.08],3.345e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.07 [1.05-1.08],4.418e-14,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.07 [1.05-1.08],1.321e-11,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-TG%,1.07 [1.05-1.08],1.058e-12,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.06 [1.05-1.08],2.337e-11,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.06 [1.05-1.08],4.923e-12,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.06 [1.05-1.08],5.763e-11,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.06 [1.05-1.08],1.990e-11,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-VLDL-TG,1.06 [1.04-1.07],2.349e-10,***,Triglycerides in Small VLDL
XL-HDL-TG%,1.06 [1.04-1.07],1.618e-08,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XS-VLDL-TG,1.06 [1.04-1.07],3.613e-10,***,Triglycerides in Very Small VLDL
XL-VLDL-TG%,1.06 [1.04-1.07],4.924e-09,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG,1.06 [1.04-1.07],1.995e-09,***,Triglycerides in Small HDL
XL-VLDL-TG,1.06 [1.04-1.07],1.787e-08,***,Triglycerides in Very Large VLDL
Total-TG,1.05 [1.04-1.07],4.529e-08,***,Total-Triglycerides
VLDL-TG,1.05 [1.04-1.07],1.022e-07,***,Triglycerides in VLDL
XL-VLDL-P,1.05 [1.04-1.07],1.738e-07,***,Concentration of Very Large VLDL Particles
XL-VLDL-L,1.05 [1.04-1.07],4.998e-07,***,Total-Lipids in Very Large VLDL
S-LDL-TG,1.05 [1.04-1.07],4.111e-07,***,Triglycerides in Small LDL
