Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.11 [1.07-1.14],2.564e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.09 [1.06-1.12],4.225e-04,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.09 [1.06-1.12],0.003,**,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-PL%,1.06 [1.03-1.09],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-C%,1.00 [0.97-1.03],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
Omega-6,0.93 [0.90-0.95],0.036,*,Omega-6 Fatty Acids
S-LDL-C%,0.93 [0.90-0.95],0.008,**,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.93 [0.90-0.95],0.024,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
SFA,0.92 [0.90-0.95],0.006,**,Saturated Fatty Acids
IDL-L,0.92 [0.90-0.95],0.017,*,Total-Lipids in IDL
Total-FC,0.92 [0.90-0.95],0.011,*,Total-Free Cholesterol
IDL-C,0.92 [0.90-0.95],0.010,*,Cholesterol in IDL
PUFA,0.92 [0.90-0.95],0.006,**,Polyunsaturated Fatty Acids
IDL-CE,0.92 [0.89-0.95],0.007,**,Cholesteryl Esters in IDL
Total-L,0.92 [0.89-0.94],4.204e-04,***,Total-Lipids in Lipoprotein Particles
Total-C,0.92 [0.89-0.94],1.259e-04,***,Total-Cholesterol
Total-CE,0.91 [0.89-0.94],2.704e-05,***,Total-Esterified Cholesterol
L-HDL-PL,0.90 [0.87-0.94],0.027,*,Phospholipids in Large HDL
SM,0.90 [0.87-0.93],6.374e-06,***,Sphingomyelins
Total-PL,0.90 [0.87-0.92],3.585e-08,***,Total-Phospholipids in Lipoprotein Particles
M-HDL-FC%,0.90 [0.87-0.92],5.273e-08,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-CE,0.89 [0.86-0.91],1.008e-09,***,Cholesteryl Esters in Small HDL
Cholines,0.89 [0.86-0.91],7.663e-10,***,Total-Cholines
Phosphoglyc,0.89 [0.86-0.91],4.982e-10,***,Phosphoglycerides
PC,0.89 [0.86-0.91],5.989e-10,***,Phosphatidylcholines
S-HDL-P,0.88 [0.86-0.91],1.387e-10,***,Concentration of Small HDL Particles
S-HDL-C,0.88 [0.86-0.91],5.325e-11,***,Cholesterol in Small HDL
S-HDL-FC,0.88 [0.86-0.91],5.074e-11,***,Free Cholesterol in Small HDL
S-HDL-L,0.88 [0.86-0.91],1.913e-11,***,Total-Lipids in Small HDL
S-HDL-PL,0.88 [0.86-0.91],1.537e-11,***,Phospholipids in Small HDL
HDL-CE,0.88 [0.85-0.91],2.209e-08,***,Cholesteryl Esters in HDL
M-HDL-PL,0.88 [0.85-0.90],8.754e-11,***,Phospholipids in Medium HDL
M-HDL-L,0.88 [0.85-0.90],3.313e-11,***,Total-Lipids in Medium HDL
M-HDL-CE,0.87 [0.85-0.90],3.586e-10,***,Cholesteryl Esters in Medium HDL
HDL-PL,0.87 [0.85-0.90],3.177e-10,***,Phospholipids in HDL
HDL-C,0.87 [0.84-0.90],5.432e-09,***,HDL Cholesterol
M-HDL-C,0.87 [0.84-0.90],1.178e-10,***,Cholesterol in Medium HDL
HDL-L,0.87 [0.84-0.90],1.970e-10,***,Total-Lipids in HDL
ApoA1,0.87 [0.84-0.90],5.827e-12,***,Apolipoprotein A1
M-HDL-P,0.87 [0.84-0.90],3.594e-11,***,Concentration of Medium HDL Particles
HDL-FC,0.87 [0.84-0.90],4.100e-09,***,Free Cholesterol in HDL
Total-P,0.87 [0.84-0.89],2.262e-13,***,Total-Concentration of Lipoprotein Particles
HDL-P,0.87 [0.84-0.89],3.146e-13,***,Concentration of HDL Particles
M-HDL-FC,0.86 [0.84-0.89],1.752e-11,***,Free Cholesterol in Medium HDL
