Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,2.48 [2.32-2.65],1.351e-149,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,2.47 [2.23-2.73],4.897e-63,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-VLDL-TG%,2.42 [2.25-2.60],1.515e-118,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,2.39 [2.22-2.58],5.684e-109,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,2.18 [2.06-2.32],6.650e-137,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.98 [1.87-2.10],5.828e-109,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.89 [1.78-2.00],4.721e-99,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.81 [1.71-1.92],2.364e-87,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.79 [1.68-1.91],2.175e-67,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.64 [1.54-1.74],1.184e-52,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.59 [1.49-1.70],8.977e-42,***,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-TG%,1.58 [1.47-1.70],5.211e-30,***,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,1.57 [1.46-1.68],4.913e-29,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,1.42 [1.33-1.52],8.037e-22,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.39 [1.30-1.49],1.782e-15,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
MUFA%,1.37 [1.28-1.47],1.496e-14,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,1.35 [1.27-1.44],1.033e-14,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.35 [1.27-1.44],2.177e-15,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.34 [1.26-1.43],2.846e-13,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-LDL-PL%,1.30 [1.22-1.40],4.944e-09,***,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.27 [1.18-1.36],2.793e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.27 [1.18-1.35],5.176e-07,***,Triglycerides to Total-Lipids in Large HDL percentage
Sc-ala,1.24 [1.17-1.32],1.304e-06,***,Spectrometer-corrected alanine
DHA%,1.22 [1.14-1.30],1.977e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
TG/PG,1.21 [1.13-1.29],0.007,**,Triglycerides to Phosphoglycerides ratio
Ala,1.21 [1.13-1.29],8.879e-04,***,Alanine
Creatinine,1.20 [1.12-1.28],0.017,*,Creatinine
Glu,1.19 [1.12-1.27],0.016,*,Glucose
L-VLDL-L,0.83 [0.78-0.89],0.030,*,Total-Lipids in Large VLDL
MUFA,0.83 [0.78-0.89],0.008,**,Monounsaturated Fatty Acids
XL-HDL-PL%,0.83 [0.78-0.88],8.038e-06,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-CE,0.83 [0.77-0.89],0.042,*,Cholesteryl Esters in Medium HDL
