Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.18 [1.16-1.21],8.812e-44,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.17 [1.15-1.20],9.224e-45,***,Triglycerides to Total-Lipids in IDL percentage
M-HDL-PL%,1.17 [1.14-1.19],7.920e-38,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,1.17 [1.14-1.19],1.014e-41,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.16 [1.13-1.18],2.103e-34,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.15 [1.12-1.17],8.451e-30,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.14 [1.12-1.17],2.784e-29,***,Triglycerides to Total-Lipids in Medium VLDL percentage
TG/PG,1.14 [1.12-1.17],8.162e-27,***,Triglycerides to Phosphoglycerides ratio
M-LDL-TG%,1.14 [1.12-1.17],2.656e-33,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.14 [1.12-1.17],3.136e-29,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,1.14 [1.11-1.16],4.504e-26,***,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.14 [1.11-1.16],2.141e-29,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.14 [1.11-1.16],2.447e-24,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.13 [1.11-1.16],1.090e-23,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.13 [1.11-1.15],4.319e-24,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-HDL-TG%,1.13 [1.10-1.15],5.505e-22,***,Triglycerides to Total-Lipids in Very Large HDL percentage
GlycA,1.12 [1.10-1.15],2.529e-20,***,Glycoprotein Acetyls
XL-VLDL-TG%,1.11 [1.09-1.14],1.375e-16,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XL-HDL-FC%,1.11 [1.08-1.13],1.659e-11,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.10 [1.08-1.13],9.530e-16,***,Triglycerides in Small HDL
VLDL-size,1.09 [1.07-1.12],2.847e-10,***,Average Diameter for VLDL Particles
XL-VLDL-TG,1.09 [1.07-1.12],2.586e-11,***,Triglycerides in Very Large VLDL
L-VLDL-PL%,1.09 [1.06-1.11],5.104e-09,***,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-P,1.09 [1.06-1.11],9.396e-10,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,1.09 [1.06-1.11],1.980e-09,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.09 [1.06-1.11],2.804e-09,***,Triglycerides in Chylomicrons and Extremely Large VLDL
S-VLDL-TG,1.09 [1.06-1.11],1.146e-09,***,Triglycerides in Small VLDL
