Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.31 [1.25-1.38],1.484e-20,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.31 [1.25-1.38],2.638e-22,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,1.29 [1.22-1.36],6.220e-16,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.28 [1.21-1.35],4.778e-15,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.28 [1.22-1.34],7.558e-18,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.26 [1.20-1.32],8.325e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.25 [1.19-1.31],5.510e-13,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.24 [1.18-1.30],2.426e-12,***,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.20 [1.14-1.27],5.738e-05,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-TG%,1.19 [1.13-1.25],8.218e-07,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.18 [1.13-1.25],9.625e-06,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-PL%,1.15 [1.09-1.20],0.016,*,Phospholipids to Total-Lipids in Small LDL percentage
XL-VLDL-PL%,0.88 [0.84-0.92],0.020,*,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-HDL-PL,0.88 [0.83-0.92],0.048,*,Phospholipids in Small HDL
S-VLDL-P,0.87 [0.83-0.92],0.043,*,Concentration of Small VLDL Particles
M-LDL-CE%,0.87 [0.83-0.91],0.006,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-CE,0.87 [0.83-0.91],0.006,**,Cholesteryl Esters in Small HDL
S-HDL-L,0.87 [0.83-0.91],0.005,**,Total-Lipids in Small HDL
VLDL-L,0.86 [0.82-0.91],0.004,**,Total-Lipids in VLDL
S-HDL-C,0.85 [0.81-0.90],1.022e-04,***,Cholesterol in Small HDL
L-VLDL-CE%,0.85 [0.81-0.90],3.059e-04,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-FC%,0.85 [0.81-0.90],8.277e-04,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-C,0.85 [0.80-0.90],0.033,*,Cholesterol in Large HDL
HDL-PL,0.85 [0.80-0.90],0.002,**,Phospholipids in HDL
S-VLDL-L,0.85 [0.81-0.90],1.239e-04,***,Total-Lipids in Small VLDL
S-HDL-P,0.85 [0.81-0.89],3.012e-05,***,Concentration of Small HDL Particles
L-VLDL-CE,0.85 [0.80-0.89],9.993e-05,***,Cholesteryl Esters in Large VLDL
XS-VLDL-FC%,0.85 [0.81-0.89],1.155e-07,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-FC,0.84 [0.80-0.89],4.762e-04,***,Free Cholesterol in Medium HDL
L-HDL-P,0.84 [0.79-0.90],0.010,*,Concentration of Large HDL Particles
XL-VLDL-CE,0.84 [0.80-0.89],2.561e-05,***,Cholesteryl Esters in Very Large VLDL
VLDL-PL,0.84 [0.80-0.89],9.369e-06,***,Phospholipids in VLDL
XL-VLDL-CE%,0.84 [0.80-0.89],2.361e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,0.84 [0.80-0.88],2.534e-05,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-CE%,0.84 [0.80-0.88],3.507e-07,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-FC%,0.84 [0.80-0.88],1.390e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-FC%,0.84 [0.80-0.88],6.522e-09,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-CE%,0.84 [0.80-0.88],1.518e-08,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-HDL-FC,0.84 [0.79-0.89],0.002,**,Free Cholesterol in Large HDL
ApoA1,0.84 [0.79-0.88],2.473e-05,***,Apolipoprotein A1
XL-HDL-L,0.84 [0.79-0.89],7.641e-04,***,Total-Lipids in Very Large HDL
ApoB/ApoA1,0.83 [0.79-0.88],8.675e-07,***,Apolipoprotein B to Apolipoprotein A1 ratio
HDL-L,0.83 [0.79-0.88],4.634e-05,***,Total-Lipids in HDL
HDL-CE,0.83 [0.79-0.88],7.248e-05,***,Cholesteryl Esters in HDL
S-HDL-FC,0.83 [0.79-0.87],1.585e-07,***,Free Cholesterol in Small HDL
SFA,0.83 [0.79-0.87],6.940e-08,***,Saturated Fatty Acids
XL-HDL-FC,0.82 [0.78-0.87],4.365e-06,***,Free Cholesterol in Very Large HDL
HDL-C,0.82 [0.78-0.87],5.239e-06,***,HDL Cholesterol
VLDL-P,0.82 [0.78-0.87],3.643e-08,***,Concentration of VLDL Particles
Total-FA,0.82 [0.78-0.86],3.379e-09,***,Total-Fatty Acids
LA%,0.82 [0.78-0.86],9.446e-10,***,Linoleic Acid to Total-Fatty Acids percentage
HDL-P,0.82 [0.78-0.86],8.426e-08,***,Concentration of HDL Particles
VLDL-FC,0.82 [0.78-0.86],4.426e-09,***,Free Cholesterol in VLDL
