Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"29.077 [13.332,44.823]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,"24.298 [8.609,39.986]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,"6.601 [-7.049,20.251]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Total-C,"1.019 [-13.570,15.608]",1.000,,Total-Cholesterol
Total-CE,"0.813 [-13.776,15.403]",1.000,,Total-Esterified Cholesterol
Omega-3,"-12.275 [-25.760,1.211]",1.000,,Omega-3 Fatty Acids
Omega-6,"-13.726 [-27.699,0.246]",1.000,,Omega-6 Fatty Acids
M-LDL-TG%,"-15.443 [-29.559,-1.328]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,"-27.469 [-42.197,-12.740]",1.000,,Monounsaturated Fatty Acids
GlycA,"-41.275 [-55.772,-26.777]",0.006,**,Glycoprotein Acetyls
