Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.423 [0.382,0.465]",1.514e-83,***,Creatinine
L-LDL-FC%,"0.203 [0.167,0.239]",1.406e-22,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-FC%,"0.174 [0.138,0.211]",1.325e-15,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
PUFA/MUFA,"0.163 [0.125,0.201]",1.061e-11,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Gly,"0.161 [0.131,0.190]",7.580e-21,***,Glycine
XS-VLDL-C%,"0.159 [0.121,0.197]",4.081e-11,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC,"0.159 [0.127,0.191]",4.267e-17,***,Free Cholesterol in Very Large HDL
IDL-FC%,"0.153 [0.118,0.188]",2.979e-12,***,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE%,"0.152 [0.113,0.190]",1.700e-09,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-VLDL-CE%,"0.151 [0.112,0.189]",3.854e-09,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-CE%,"0.147 [0.114,0.180]",7.373e-13,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-C%,"0.144 [0.107,0.182]",6.631e-09,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-PL%,"0.139 [0.107,0.171]",8.779e-12,***,Phospholipids to Total-Lipids in Small LDL percentage
M-VLDL-FC%,"0.134 [0.098,0.169]",5.289e-08,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,"0.129 [0.095,0.163]",2.766e-08,***,Cholesterol to Total-Lipids in Small VLDL percentage
XL-HDL-PL%,"0.127 [0.085,0.170]",0.001,**,Phospholipids to Total-Lipids in Very Large HDL percentage
L-LDL-PL%,"0.126 [0.095,0.158]",8.364e-10,***,Phospholipids to Total-Lipids in Large LDL percentage
XL-VLDL-FC%,"0.125 [0.093,0.157]",4.054e-09,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,"0.123 [0.088,0.157]",6.065e-07,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Omega-6%,"0.115 [0.077,0.153]",7.571e-04,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-FC%,"0.114 [0.071,0.156]",0.044,*,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,"0.110 [0.073,0.147]",0.001,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,"0.107 [0.075,0.140]",3.226e-05,***,Citrate
M-VLDL-PL%,"0.106 [0.071,0.141]",5.812e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,"0.103 [0.070,0.136]",2.292e-04,***,Free Cholesterol to Total-Lipids in Small HDL percentage
LA%,"0.103 [0.066,0.140]",0.010,**,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-PL,"0.100 [0.067,0.133]",8.957e-04,***,Phospholipids in Very Large HDL
S-LDL-FC%,"0.099 [0.063,0.134]",0.011,*,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-C%,"0.097 [0.064,0.131]",0.004,**,Cholesterol to Total-Lipids in Medium LDL percentage
Acetate,"0.096 [0.063,0.129]",0.003,**,Acetate
Gln,"0.096 [0.063,0.129]",0.003,**,Glutamine
XL-HDL-L,"0.095 [0.062,0.129]",0.006,**,Total-Lipids in Very Large HDL
XL-HDL-C,"0.091 [0.058,0.124]",0.018,*,Cholesterol in Very Large HDL
L-VLDL-C%,"0.090 [0.057,0.122]",0.016,*,Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,"-0.087 [-0.116,-0.058]",9.315e-04,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-FC,"-0.090 [-0.122,-0.058]",0.011,*,Free Cholesterol in Small VLDL
LDL-P,"-0.091 [-0.124,-0.059]",0.009,**,Concentration of LDL Particles
LDL-FC,"-0.092 [-0.125,-0.059]",0.013,*,Free Cholesterol in LDL
