Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"0.577 [0.555,0.598]",0.000e+00,***,Glycoprotein Acetyls
S-HDL-CE,"0.355 [0.335,0.374]",2.724e-271,***,Cholesteryl Esters in Small HDL
S-LDL-C%,"0.353 [0.332,0.373]",2.252e-242,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-P,"0.345 [0.325,0.364]",4.030e-253,***,Concentration of Small HDL Particles
S-LDL-CE%,"0.337 [0.317,0.357]",1.517e-233,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-C,"0.331 [0.311,0.351]",3.737e-231,***,Cholesterol in Small HDL
XL-HDL-C%,"0.318 [0.294,0.341]",3.382e-145,***,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-L,"0.306 [0.286,0.325]",1.695e-192,***,Total-Lipids in Small HDL
XL-VLDL-CE,"0.305 [0.285,0.325]",3.557e-185,***,Cholesteryl Esters in Very Large VLDL
M-LDL-CE,"0.305 [0.285,0.325]",5.740e-186,***,Cholesteryl Esters in Medium LDL
MUFA,"0.302 [0.280,0.324]",6.927e-157,***,Monounsaturated Fatty Acids
M-LDL-C,"0.296 [0.276,0.317]",2.700e-177,***,Cholesterol in Medium LDL
M-LDL-L,"0.292 [0.272,0.312]",9.981e-172,***,Total-Lipids in Medium LDL
S-LDL-CE,"0.286 [0.266,0.306]",7.265e-164,***,Cholesteryl Esters in Small LDL
M-LDL-PL,"0.285 [0.265,0.305]",3.864e-167,***,Phospholipids in Medium LDL
VLDL-size,"0.284 [0.262,0.306]",9.827e-136,***,Average Diameter for VLDL Particles
PUFA,"0.280 [0.258,0.301]",3.297e-142,***,Polyunsaturated Fatty Acids
M-VLDL-P,"0.279 [0.259,0.299]",1.071e-159,***,Concentration of Medium VLDL Particles
XL-VLDL-C,"0.279 [0.258,0.300]",1.490e-147,***,Cholesterol in Very Large VLDL
M-VLDL-L,"0.278 [0.258,0.298]",2.439e-154,***,Total-Lipids in Medium VLDL
MUFA%,"0.277 [0.254,0.300]",1.619e-118,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Total-FA,"0.277 [0.256,0.298]",1.787e-135,***,Total-Fatty Acids
L-VLDL-CE,"0.275 [0.255,0.295]",9.498e-156,***,Cholesteryl Esters in Large VLDL
L-VLDL-C,"0.275 [0.254,0.295]",1.814e-147,***,Cholesterol in Large VLDL
S-LDL-C,"0.273 [0.253,0.293]",4.478e-151,***,Cholesterol in Small LDL
S-HDL-PL,"0.272 [0.252,0.292]",4.476e-150,***,Phospholipids in Small HDL
M-LDL-CE%,"0.270 [0.250,0.290]",4.733e-149,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
VLDL-C,"0.270 [0.250,0.290]",2.568e-149,***,VLDL Cholesterol
M-VLDL-PL,"0.269 [0.249,0.289]",1.668e-148,***,Phospholipids in Medium VLDL
VLDL-FC,"0.267 [0.247,0.287]",3.385e-142,***,Free Cholesterol in VLDL
M-VLDL-FC,"0.266 [0.246,0.286]",5.334e-147,***,Free Cholesterol in Medium VLDL
Clinical LDL-C,"0.264 [0.244,0.285]",1.124e-135,***,Clinical LDL Cholesterol
L-VLDL-FC,"0.264 [0.243,0.285]",2.425e-128,***,Free Cholesterol in Large VLDL
VLDL-CE,"0.264 [0.244,0.284]",1.131e-144,***,Cholesteryl Esters in VLDL
LDL-PL,"0.263 [0.243,0.283]",6.512e-140,***,Phospholipids in LDL
S-VLDL-PL,"0.263 [0.243,0.283]",5.499e-143,***,Phospholipids in Small VLDL
S-VLDL-FC,"0.263 [0.243,0.282]",3.991e-144,***,Free Cholesterol in Small VLDL
S-VLDL-C,"0.262 [0.242,0.282]",1.365e-144,***,Cholesterol in Small VLDL
Omega-6,"0.261 [0.240,0.282]",6.090e-126,***,Omega-6 Fatty Acids
LDL-CE,"0.261 [0.240,0.281]",1.009e-133,***,Cholesteryl Esters in LDL
VLDL-L,"0.261 [0.240,0.281]",4.789e-128,***,Total-Lipids in VLDL
M-LDL-P,"0.260 [0.240,0.280]",2.442e-136,***,Concentration of Medium LDL Particles
L-LDL-PL,"0.260 [0.240,0.280]",1.587e-135,***,Phospholipids in Large LDL
M-LDL-FC,"0.258 [0.238,0.278]",4.935e-136,***,Free Cholesterol in Medium LDL
M-VLDL-C,"0.258 [0.238,0.277]",1.013e-136,***,Cholesterol in Medium VLDL
Non-HDL-C,"0.257 [0.237,0.278]",8.443e-128,***,Total-Cholesterol Minus HDL-C
S-VLDL-CE,"0.257 [0.238,0.277]",3.016e-140,***,Cholesteryl Esters in Small VLDL
LDL-L,"0.255 [0.235,0.275]",5.512e-127,***,Total-Lipids in LDL
VLDL-PL,"0.255 [0.234,0.275]",3.738e-126,***,Phospholipids in VLDL
LDL-C,"0.254 [0.234,0.274]",5.485e-126,***,LDL Cholesterol
L-VLDL-L,"0.252 [0.231,0.273]",7.966e-116,***,Total-Lipids in Large VLDL
S-LDL-L,"0.251 [0.231,0.271]",1.576e-126,***,Total-Lipids in Small LDL
XL-HDL-CE%,"0.250 [0.227,0.274]",1.812e-95,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
ApoB,"0.248 [0.228,0.268]",1.453e-124,***,Apolipoprotein B
XXL-VLDL-CE,"0.248 [0.227,0.270]",1.244e-106,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Remnant-C,"0.248 [0.228,0.269]",1.786e-120,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-P,"0.248 [0.228,0.268]",5.746e-126,***,Concentration of LDL Particles
S-VLDL-L,"0.243 [0.223,0.263]",3.204e-118,***,Total-Lipids in Small VLDL
M-VLDL-CE,"0.240 [0.220,0.260]",3.825e-117,***,Cholesteryl Esters in Medium VLDL
M-VLDL-TG,"0.240 [0.219,0.261]",1.125e-106,***,Triglycerides in Medium VLDL
L-VLDL-PL,"0.240 [0.219,0.261]",2.094e-104,***,Phospholipids in Large VLDL
L-LDL-P,"0.239 [0.220,0.259]",1.284e-117,***,Concentration of Large LDL Particles
XL-VLDL-FC,"0.237 [0.215,0.258]",3.703e-100,***,Free Cholesterol in Very Large VLDL
L-LDL-L,"0.234 [0.214,0.255]",1.204e-105,***,Total-Lipids in Large LDL
L-VLDL-P,"0.232 [0.210,0.253]",6.183e-95,***,Concentration of Large VLDL Particles
L-LDL-CE,"0.231 [0.211,0.251]",7.771e-104,***,Cholesteryl Esters in Large LDL
XL-VLDL-L,"0.231 [0.209,0.252]",1.631e-91,***,Total-Lipids in Very Large VLDL
VLDL-P,"0.230 [0.209,0.250]",7.788e-106,***,Concentration of VLDL Particles
XXL-VLDL-C,"0.228 [0.207,0.250]",9.334e-89,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,"0.228 [0.207,0.250]",8.461e-91,***,Phospholipids in Very Large VLDL
L-LDL-C,"0.228 [0.207,0.248]",1.350e-99,***,Cholesterol in Large LDL
LDL-FC,"0.226 [0.205,0.246]",7.291e-100,***,Free Cholesterol in LDL
