Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.131 [0.110,0.152]",7.999e-29,***,Creatinine
Omega-6%,"0.085 [0.065,0.104]",1.789e-12,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,"0.083 [0.062,0.105]",3.004e-09,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
GlycA,"0.080 [0.062,0.098]",3.791e-13,***,Glycoprotein Acetyls
L-HDL-C%,"0.075 [0.054,0.097]",1.058e-06,***,Cholesterol to Total-Lipids in Large HDL percentage
Omega-6/Omega-3,"0.072 [0.055,0.090]",8.848e-11,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,"0.062 [0.043,0.081]",2.156e-05,***,Linoleic Acid to Total-Fatty Acids percentage
Phe,"0.056 [0.040,0.073]",4.653e-06,***,Phenylalanine
L-VLDL-TG%,"0.051 [0.036,0.067]",2.257e-05,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-CE%,"0.049 [0.030,0.067]",0.045,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-C%,"0.046 [0.029,0.063]",0.039,*,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-PL%,"0.045 [0.029,0.061]",0.007,**,Phospholipids to Total-Lipids in Large LDL percentage
M-VLDL-FC,"-0.044 [-0.061,-0.028]",0.030,*,Free Cholesterol in Medium VLDL
XXL-VLDL-PL%,"-0.046 [-0.060,-0.031]",2.954e-04,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-P,"-0.046 [-0.062,-0.029]",0.014,*,Concentration of Medium VLDL Particles
VLDL-L,"-0.048 [-0.065,-0.030]",0.014,*,Total-Lipids in VLDL
M-VLDL-PL,"-0.048 [-0.064,-0.031]",0.003,**,Phospholipids in Medium VLDL
S-LDL-FC,"-0.049 [-0.065,-0.033]",0.001,**,Free Cholesterol in Small LDL
VLDL-CE,"-0.050 [-0.066,-0.033]",6.742e-04,***,Cholesteryl Esters in VLDL
VLDL-C,"-0.051 [-0.067,-0.034]",4.781e-04,***,VLDL Cholesterol
M-HDL-TG%,"-0.051 [-0.068,-0.033]",0.002,**,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG%,"-0.051 [-0.068,-0.033]",0.002,**,Triglycerides to Total-Lipids in Small HDL percentage
Glu-lactate,"-0.051 [-0.068,-0.034]",0.002,**,Glucose-lactate
VLDL-FC,"-0.051 [-0.068,-0.034]",6.095e-04,***,Free Cholesterol in VLDL
L-LDL-P,"-0.052 [-0.069,-0.036]",1.320e-04,***,Concentration of Large LDL Particles
Total-TG,"-0.053 [-0.070,-0.035]",0.001,**,Total-Triglycerides
L-LDL-TG%,"-0.053 [-0.071,-0.034]",0.003,**,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-CE,"-0.053 [-0.069,-0.036]",4.891e-05,***,Cholesteryl Esters in Small HDL
S-VLDL-TG,"-0.053 [-0.070,-0.036]",3.534e-04,***,Triglycerides in Small VLDL
VLDL-PL,"-0.053 [-0.070,-0.036]",1.664e-04,***,Phospholipids in VLDL
DHA%,"-0.055 [-0.073,-0.036]",0.001,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
HDL-P,"-0.055 [-0.072,-0.038]",8.986e-05,***,Concentration of HDL Particles
S-VLDL-FC,"-0.055 [-0.071,-0.038]",1.318e-05,***,Free Cholesterol in Small VLDL
Glu,"-0.055 [-0.073,-0.038]",7.458e-05,***,Glucose
LDL-P,"-0.055 [-0.072,-0.039]",1.011e-05,***,Concentration of LDL Particles
S-HDL-FC%,"-0.056 [-0.072,-0.039]",1.980e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
MUFA,"-0.057 [-0.075,-0.039]",1.746e-04,***,Monounsaturated Fatty Acids
SM,"-0.057 [-0.074,-0.039]",5.709e-05,***,Sphingomyelins
M-LDL-P,"-0.057 [-0.074,-0.040]",4.170e-06,***,Concentration of Medium LDL Particles
XS-VLDL-CE,"-0.057 [-0.074,-0.040]",4.517e-06,***,Cholesteryl Esters in Very Small VLDL
L-VLDL-PL%,"-0.057 [-0.072,-0.042]",3.702e-08,***,Phospholipids to Total-Lipids in Large VLDL percentage
L-HDL-PL%,"-0.057 [-0.077,-0.037]",0.006,**,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-P,"-0.058 [-0.075,-0.042]",9.877e-07,***,Concentration of Small LDL Particles
S-VLDL-PL,"-0.059 [-0.075,-0.042]",6.475e-07,***,Phospholipids in Small VLDL
S-LDL-PL,"-0.059 [-0.076,-0.043]",4.926e-07,***,Phospholipids in Small LDL
S-VLDL-C,"-0.059 [-0.076,-0.043]",2.098e-07,***,Cholesterol in Small VLDL
IDL-FC,"-0.059 [-0.076,-0.042]",1.676e-06,***,Free Cholesterol in IDL
ApoB,"-0.060 [-0.076,-0.043]",4.705e-07,***,Apolipoprotein B
XS-VLDL-C,"-0.060 [-0.077,-0.043]",4.181e-07,***,Cholesterol in Very Small VLDL
Omega-3%,"-0.060 [-0.078,-0.043]",2.056e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-C,"-0.061 [-0.077,-0.044]",2.078e-07,***,Cholesterol in Small LDL
S-VLDL-CE,"-0.061 [-0.078,-0.045]",2.658e-08,***,Cholesteryl Esters in Small VLDL
Remnant-C,"-0.062 [-0.079,-0.045]",1.860e-07,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-VLDL-L,"-0.062 [-0.079,-0.045]",8.324e-08,***,Total-Lipids in Small VLDL
PUFA,"-0.062 [-0.079,-0.044]",1.078e-06,***,Polyunsaturated Fatty Acids
VLDL-P,"-0.062 [-0.079,-0.045]",6.628e-08,***,Concentration of VLDL Particles
S-VLDL-P,"-0.062 [-0.079,-0.046]",6.440e-08,***,Concentration of Small VLDL Particles
Total-P,"-0.063 [-0.080,-0.046]",1.737e-07,***,Total-Concentration of Lipoprotein Particles
S-LDL-CE,"-0.063 [-0.080,-0.047]",2.759e-08,***,Cholesteryl Esters in Small LDL
Clinical LDL-C,"-0.064 [-0.081,-0.047]",4.652e-08,***,Clinical LDL Cholesterol
S-LDL-L,"-0.064 [-0.080,-0.047]",1.688e-08,***,Total-Lipids in Small LDL
M-LDL-FC,"-0.065 [-0.081,-0.048]",4.817e-09,***,Free Cholesterol in Medium LDL
Total-FC,"-0.065 [-0.082,-0.047]",4.863e-08,***,Total-Free Cholesterol
L-HDL-TG,"-0.065 [-0.081,-0.048]",1.961e-09,***,Triglycerides in Large HDL
S-HDL-C,"-0.065 [-0.081,-0.048]",2.166e-09,***,Cholesterol in Small HDL
LDL-FC,"-0.065 [-0.082,-0.048]",7.474e-09,***,Free Cholesterol in LDL
XS-VLDL-FC,"-0.065 [-0.082,-0.049]",2.026e-09,***,Free Cholesterol in Very Small VLDL
IDL-C,"-0.065 [-0.083,-0.048]",2.290e-08,***,Cholesterol in IDL
IDL-P,"-0.066 [-0.082,-0.049]",5.777e-10,***,Concentration of IDL Particles
L-VLDL-FC%,"-0.066 [-0.081,-0.051]",6.431e-12,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-CE,"-0.067 [-0.083,-0.050]",1.735e-09,***,Cholesteryl Esters in Medium LDL
M-LDL-C,"-0.067 [-0.084,-0.050]",1.032e-09,***,Cholesterol in Medium LDL
L-LDL-FC,"-0.067 [-0.084,-0.050]",1.547e-09,***,Free Cholesterol in Large LDL
IDL-CE,"-0.067 [-0.084,-0.050]",3.669e-09,***,Cholesteryl Esters in IDL
Non-HDL-C,"-0.067 [-0.084,-0.050]",1.826e-09,***,Total-Cholesterol Minus HDL-C
S-HDL-P,"-0.068 [-0.085,-0.052]",5.479e-11,***,Concentration of Small HDL Particles
IDL-PL,"-0.068 [-0.085,-0.051]",7.040e-10,***,Phospholipids in IDL
XS-VLDL-PL,"-0.069 [-0.085,-0.052]",9.455e-11,***,Phospholipids in Very Small VLDL
XL-HDL-TG,"-0.069 [-0.086,-0.052]",2.382e-10,***,Triglycerides in Very Large HDL
Total-C,"-0.069 [-0.087,-0.052]",3.559e-09,***,Total-Cholesterol
SFA%,"-0.069 [-0.087,-0.051]",8.981e-09,***,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,"-0.070 [-0.089,-0.051]",1.671e-07,***,Triglycerides to Total-Lipids in Large HDL percentage
LDL-C,"-0.070 [-0.087,-0.054]",7.098e-11,***,LDL Cholesterol
S-HDL-PL,"-0.070 [-0.087,-0.054]",2.160e-11,***,Phospholipids in Small HDL
Total-CE,"-0.071 [-0.088,-0.053]",1.043e-09,***,Total-Esterified Cholesterol
L-LDL-PL,"-0.071 [-0.088,-0.055]",1.127e-11,***,Phospholipids in Large LDL
LDL-PL,"-0.072 [-0.088,-0.055]",8.047e-12,***,Phospholipids in LDL
LDL-CE,"-0.072 [-0.089,-0.055]",1.692e-11,***,Cholesteryl Esters in LDL
M-HDL-TG,"-0.072 [-0.089,-0.055]",3.103e-12,***,Triglycerides in Medium HDL
XS-VLDL-L,"-0.072 [-0.089,-0.055]",5.087e-12,***,Total-Lipids in Very Small VLDL
Total-FA,"-0.072 [-0.090,-0.054]",4.721e-10,***,Total-Fatty Acids
M-LDL-L,"-0.073 [-0.089,-0.056]",4.458e-12,***,Total-Lipids in Medium LDL
L-LDL-C,"-0.073 [-0.090,-0.056]",1.300e-11,***,Cholesterol in Large LDL
IDL-L,"-0.073 [-0.090,-0.056]",2.921e-11,***,Total-Lipids in IDL
S-HDL-L,"-0.074 [-0.090,-0.057]",6.782e-13,***,Total-Lipids in Small HDL
L-LDL-CE,"-0.074 [-0.091,-0.057]",2.681e-12,***,Cholesteryl Esters in Large LDL
M-LDL-PL,"-0.074 [-0.090,-0.057]",4.734e-13,***,Phospholipids in Medium LDL
S-LDL-TG,"-0.075 [-0.093,-0.056]",2.143e-10,***,Triglycerides in Small LDL
XS-VLDL-P,"-0.075 [-0.091,-0.058]",1.124e-13,***,Concentration of Very Small VLDL Particles
LDL-L,"-0.075 [-0.092,-0.058]",5.438e-13,***,Total-Lipids in LDL
XL-HDL-TG%,"-0.075 [-0.094,-0.057]",7.061e-10,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Total-L,"-0.076 [-0.094,-0.059]",3.349e-12,***,Total-Lipids in Lipoprotein Particles
HDL-TG,"-0.077 [-0.094,-0.061]",2.298e-14,***,Triglycerides in HDL
L-LDL-L,"-0.078 [-0.095,-0.061]",8.128e-14,***,Total-Lipids in Large LDL
Total-PL,"-0.078 [-0.096,-0.060]",3.451e-12,***,Total-Phospholipids in Lipoprotein Particles
S-HDL-TG,"-0.079 [-0.096,-0.062]",7.890e-14,***,Triglycerides in Small HDL
Cholines,"-0.080 [-0.098,-0.062]",5.255e-13,***,Total-Cholines
SFA,"-0.083 [-0.101,-0.065]",3.125e-14,***,Saturated Fatty Acids
Omega-3,"-0.084 [-0.101,-0.067]",1.244e-16,***,Omega-3 Fatty Acids
Phosphoglyc,"-0.085 [-0.102,-0.067]",4.761e-15,***,Phosphoglycerides
XS-VLDL-TG,"-0.085 [-0.102,-0.068]",5.379e-17,***,Triglycerides in Very Small VLDL
PC,"-0.088 [-0.106,-0.070]",9.573e-17,***,Phosphatidylcholines
DHA,"-0.092 [-0.110,-0.075]",8.083e-20,***,Docosahexaenoic Acid
S-HDL-FC,"-0.094 [-0.110,-0.077]",2.334e-22,***,Free Cholesterol in Small HDL
IDL-TG,"-0.104 [-0.121,-0.087]",1.150e-27,***,Triglycerides in IDL
M-LDL-TG,"-0.109 [-0.127,-0.091]",3.606e-27,***,Triglycerides in Medium LDL
LDL-TG,"-0.115 [-0.132,-0.097]",5.470e-32,***,Triglycerides in LDL
L-LDL-TG,"-0.122 [-0.139,-0.104]",1.832e-37,***,Triglycerides in Large LDL
