Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"0.558 [0.538,0.578]",0.000e+00,***,Glycoprotein Acetyls
S-HDL-CE,"0.347 [0.328,0.365]",2.868e-292,***,Cholesteryl Esters in Small HDL
S-LDL-C%,"0.343 [0.324,0.363]",5.232e-259,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-P,"0.339 [0.320,0.357]",8.687e-276,***,Concentration of Small HDL Particles
S-LDL-CE%,"0.327 [0.309,0.346]",1.251e-248,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-C,"0.324 [0.306,0.343]",6.049e-250,***,Cholesterol in Small HDL
XL-HDL-C%,"0.323 [0.301,0.346]",5.923e-170,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-VLDL-CE,"0.312 [0.293,0.331]",1.301e-218,***,Cholesteryl Esters in Very Large VLDL
M-LDL-CE,"0.312 [0.293,0.331]",2.654e-219,***,Cholesteryl Esters in Medium LDL
M-LDL-C,"0.303 [0.284,0.322]",2.155e-209,***,Cholesterol in Medium LDL
M-LDL-L,"0.300 [0.281,0.319]",5.040e-204,***,Total-Lipids in Medium LDL
MUFA,"0.300 [0.279,0.320]",5.662e-174,***,Monounsaturated Fatty Acids
S-HDL-L,"0.299 [0.280,0.317]",2.211e-207,***,Total-Lipids in Small HDL
VLDL-size,"0.294 [0.273,0.315]",1.998e-164,***,Average Diameter for VLDL Particles
M-LDL-PL,"0.293 [0.274,0.312]",1.351e-199,***,Phospholipids in Medium LDL
S-LDL-CE,"0.292 [0.273,0.311]",3.925e-193,***,Cholesteryl Esters in Small LDL
M-VLDL-L,"0.288 [0.269,0.307]",5.214e-187,***,Total-Lipids in Medium VLDL
M-VLDL-P,"0.287 [0.268,0.305]",1.663e-190,***,Concentration of Medium VLDL Particles
XL-VLDL-C,"0.287 [0.267,0.306]",3.151e-176,***,Cholesterol in Very Large VLDL
L-VLDL-C,"0.285 [0.266,0.304]",2.786e-179,***,Cholesterol in Large VLDL
L-VLDL-CE,"0.284 [0.266,0.303]",8.723e-188,***,Cholesteryl Esters in Large VLDL
S-LDL-C,"0.279 [0.261,0.298]",2.995e-179,***,Cholesterol in Small LDL
M-VLDL-PL,"0.277 [0.258,0.296]",1.415e-177,***,Phospholipids in Medium VLDL
PUFA,"0.277 [0.257,0.297]",4.391e-157,***,Polyunsaturated Fatty Acids
VLDL-C,"0.275 [0.257,0.294]",1.898e-175,***,VLDL Cholesterol
L-VLDL-FC,"0.275 [0.256,0.295]",1.257e-157,***,Free Cholesterol in Large VLDL
Total-FA,"0.275 [0.255,0.295]",2.070e-150,***,Total-Fatty Acids
VLDL-FC,"0.274 [0.255,0.293]",1.716e-169,***,Free Cholesterol in VLDL
MUFA%,"0.274 [0.252,0.296]",1.262e-130,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-FC,"0.272 [0.254,0.291]",1.424e-174,***,Free Cholesterol in Medium VLDL
S-VLDL-PL,"0.271 [0.253,0.290]",3.521e-172,***,Phospholipids in Small VLDL
VLDL-L,"0.270 [0.250,0.289]",4.194e-155,***,Total-Lipids in VLDL
S-VLDL-FC,"0.269 [0.251,0.288]",2.225e-171,***,Free Cholesterol in Small VLDL
S-VLDL-C,"0.269 [0.251,0.288]",1.831e-172,***,Cholesterol in Small VLDL
LDL-PL,"0.269 [0.250,0.288]",2.794e-165,***,Phospholipids in LDL
Clinical LDL-C,"0.268 [0.249,0.287]",6.885e-158,***,Clinical LDL Cholesterol
VLDL-CE,"0.268 [0.249,0.287]",1.883e-168,***,Cholesteryl Esters in VLDL
M-LDL-CE%,"0.267 [0.249,0.286]",9.829e-165,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
LDL-CE,"0.267 [0.248,0.286]",1.331e-158,***,Cholesteryl Esters in LDL
M-LDL-P,"0.267 [0.248,0.286]",3.279e-162,***,Concentration of Medium LDL Particles
S-VLDL-CE,"0.264 [0.246,0.283]",1.220e-167,***,Cholesteryl Esters in Small VLDL
M-LDL-FC,"0.264 [0.245,0.283]",1.619e-161,***,Free Cholesterol in Medium LDL
L-VLDL-L,"0.264 [0.244,0.284]",6.350e-144,***,Total-Lipids in Large VLDL
L-LDL-PL,"0.263 [0.244,0.282]",2.374e-157,***,Phospholipids in Large LDL
VLDL-PL,"0.263 [0.244,0.282]",3.491e-152,***,Phospholipids in VLDL
S-HDL-PL,"0.263 [0.244,0.282]",3.908e-158,***,Phospholipids in Small HDL
M-VLDL-C,"0.262 [0.243,0.280]",2.398e-159,***,Cholesterol in Medium VLDL
Non-HDL-C,"0.262 [0.242,0.281]",2.220e-149,***,Total-Cholesterol Minus HDL-C
LDL-L,"0.261 [0.242,0.280]",9.508e-151,***,Total-Lipids in LDL
LDL-C,"0.260 [0.241,0.279]",4.112e-149,***,LDL Cholesterol
S-LDL-L,"0.259 [0.241,0.278]",7.713e-153,***,Total-Lipids in Small LDL
LDL-P,"0.255 [0.236,0.274]",1.336e-150,***,Concentration of LDL Particles
Omega-6,"0.255 [0.235,0.274]",2.270e-135,***,Omega-6 Fatty Acids
ApoB,"0.254 [0.235,0.273]",8.491e-148,***,Apolipoprotein B
S-VLDL-L,"0.253 [0.234,0.272]",9.906e-146,***,Total-Lipids in Small VLDL
