Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,"0.002 [-0.001,0.005]",1.000,,Cholesteryl Esters in HDL
Total-CE,"0.001 [-0.002,0.004]",1.000,,Total-Esterified Cholesterol
M-LDL-PL%,"0.001 [-0.002,0.004]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-CE,"0.000 [-0.003,0.004]",1.000,,Cholesteryl Esters in LDL
VLDL-CE,"0.000 [-0.003,0.003]",1.000,,Cholesteryl Esters in VLDL
M-HDL-PL%,"-0.000 [-0.004,0.004]",1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-C%,"-0.001 [-0.005,0.002]",1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-CE%,"-0.002 [-0.005,0.002]",1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-FC%,"-0.002 [-0.006,0.001]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,"-0.004 [-0.007,-0.001]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
