Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,"0.009 [-0.011,0.029]",1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-CE%,"0.008 [-0.011,0.027]",1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-FC%,"0.008 [-0.011,0.027]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Ala,"0.001 [-0.017,0.018]",1.000,,Alanine
M-HDL-C%,"0.000 [-0.019,0.019]",1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
S-VLDL-CE,"-0.045 [-0.062,-0.029]",0.018,*,Cholesteryl Esters in Small VLDL
M-LDL-P,"-0.046 [-0.063,-0.029]",0.019,*,Concentration of Medium LDL Particles
VLDL-P,"-0.046 [-0.063,-0.029]",0.017,*,Concentration of VLDL Particles
IDL-P,"-0.047 [-0.063,-0.030]",0.007,**,Concentration of IDL Particles
XS-VLDL-FC,"-0.047 [-0.063,-0.030]",0.011,*,Free Cholesterol in Very Small VLDL
VLDL-PL,"-0.047 [-0.064,-0.029]",0.030,*,Phospholipids in VLDL
S-VLDL-L,"-0.047 [-0.064,-0.030]",0.017,*,Total-Lipids in Small VLDL
XS-VLDL-L,"-0.047 [-0.064,-0.030]",0.013,*,Total-Lipids in Very Small VLDL
Omega-3,"-0.047 [-0.065,-0.030]",0.025,*,Omega-3 Fatty Acids
S-LDL-FC,"-0.047 [-0.064,-0.031]",0.006,**,Free Cholesterol in Small LDL
XS-VLDL-CE,"-0.048 [-0.065,-0.031]",0.008,**,Cholesteryl Esters in Very Small VLDL
XS-VLDL-C,"-0.048 [-0.065,-0.031]",0.006,**,Cholesterol in Very Small VLDL
S-VLDL-C,"-0.048 [-0.065,-0.032]",0.002,**,Cholesterol in Small VLDL
VLDL-FC,"-0.049 [-0.066,-0.032]",0.006,**,Free Cholesterol in VLDL
S-LDL-P,"-0.049 [-0.066,-0.032]",0.003,**,Concentration of Small LDL Particles
SFA,"-0.050 [-0.068,-0.031]",0.040,*,Saturated Fatty Acids
IDL-FC,"-0.050 [-0.068,-0.033]",0.002,**,Free Cholesterol in IDL
VLDL-CE,"-0.050 [-0.067,-0.034]",7.676e-04,***,Cholesteryl Esters in VLDL
S-LDL-PL,"-0.051 [-0.068,-0.034]",6.925e-04,***,Phospholipids in Small LDL
S-VLDL-PL,"-0.051 [-0.068,-0.034]",5.817e-04,***,Phospholipids in Small VLDL
LA,"-0.051 [-0.069,-0.033]",0.004,**,Linoleic Acid
VLDL-C,"-0.051 [-0.068,-0.034]",6.663e-04,***,VLDL Cholesterol
M-LDL-FC,"-0.051 [-0.068,-0.034]",5.606e-04,***,Free Cholesterol in Medium LDL
M-VLDL-P,"-0.051 [-0.068,-0.035]",4.497e-04,***,Concentration of Medium VLDL Particles
SM,"-0.052 [-0.070,-0.034]",0.005,**,Sphingomyelins
S-VLDL-FC,"-0.052 [-0.069,-0.036]",1.637e-04,***,Free Cholesterol in Small VLDL
PC,"-0.052 [-0.071,-0.034]",0.009,**,Phosphatidylcholines
M-LDL-PL,"-0.052 [-0.069,-0.035]",3.009e-04,***,Phospholipids in Medium LDL
M-VLDL-CE,"-0.053 [-0.069,-0.036]",1.823e-04,***,Cholesteryl Esters in Medium VLDL
IDL-CE,"-0.053 [-0.070,-0.035]",7.165e-04,***,Cholesteryl Esters in IDL
Phosphoglyc,"-0.053 [-0.071,-0.034]",0.007,**,Phosphoglycerides
IDL-C,"-0.053 [-0.070,-0.035]",7.580e-04,***,Cholesterol in IDL
S-LDL-C,"-0.053 [-0.070,-0.036]",1.823e-04,***,Cholesterol in Small LDL
LDL-FC,"-0.053 [-0.070,-0.036]",2.475e-04,***,Free Cholesterol in LDL
M-VLDL-PL,"-0.053 [-0.070,-0.037]",1.107e-04,***,Phospholipids in Medium VLDL
S-LDL-CE,"-0.054 [-0.071,-0.036]",1.796e-04,***,Cholesteryl Esters in Small LDL
LDL-P,"-0.054 [-0.070,-0.037]",7.848e-05,***,Concentration of LDL Particles
S-LDL-L,"-0.054 [-0.071,-0.037]",1.513e-04,***,Total-Lipids in Small LDL
M-VLDL-L,"-0.054 [-0.071,-0.036]",2.110e-04,***,Total-Lipids in Medium VLDL
L-LDL-FC,"-0.054 [-0.071,-0.036]",2.202e-04,***,Free Cholesterol in Large LDL
IDL-PL,"-0.054 [-0.071,-0.037]",2.168e-04,***,Phospholipids in IDL
M-LDL-CE,"-0.054 [-0.071,-0.037]",1.648e-04,***,Cholesteryl Esters in Medium LDL
M-VLDL-FC,"-0.054 [-0.071,-0.037]",4.845e-05,***,Free Cholesterol in Medium VLDL
M-LDL-C,"-0.054 [-0.071,-0.037]",1.082e-04,***,Cholesterol in Medium LDL
L-LDL-PL,"-0.054 [-0.071,-0.037]",8.325e-05,***,Phospholipids in Large LDL
M-LDL-L,"-0.055 [-0.072,-0.037]",1.003e-04,***,Total-Lipids in Medium LDL
LDL-PL,"-0.055 [-0.072,-0.038]",6.123e-05,***,Phospholipids in LDL
M-VLDL-C,"-0.055 [-0.071,-0.038]",3.030e-05,***,Cholesterol in Medium VLDL
Cholines,"-0.055 [-0.073,-0.036]",0.002,**,Total-Cholines
IDL-L,"-0.055 [-0.073,-0.037]",2.210e-04,***,Total-Lipids in IDL
ApoB,"-0.055 [-0.072,-0.038]",3.235e-05,***,Apolipoprotein B
L-LDL-P,"-0.056 [-0.072,-0.039]",1.458e-05,***,Concentration of Large LDL Particles
Clinical LDL-C,"-0.057 [-0.074,-0.039]",4.063e-05,***,Clinical LDL Cholesterol
Remnant-C,"-0.057 [-0.074,-0.040]",2.450e-05,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-FA,"-0.058 [-0.076,-0.039]",2.738e-04,***,Total-Fatty Acids
LDL-L,"-0.058 [-0.076,-0.041]",1.075e-05,***,Total-Lipids in LDL
LDL-C,"-0.058 [-0.076,-0.041]",1.018e-05,***,LDL Cholesterol
L-LDL-L,"-0.058 [-0.076,-0.041]",1.070e-05,***,Total-Lipids in Large LDL
L-LDL-C,"-0.059 [-0.076,-0.041]",9.603e-06,***,Cholesterol in Large LDL
Omega-6,"-0.059 [-0.077,-0.041]",3.541e-05,***,Omega-6 Fatty Acids
LDL-CE,"-0.059 [-0.076,-0.042]",6.108e-06,***,Cholesteryl Esters in LDL
L-LDL-CE,"-0.059 [-0.076,-0.042]",5.545e-06,***,Cholesteryl Esters in Large LDL
Non-HDL-C,"-0.059 [-0.077,-0.042]",5.838e-06,***,Total-Cholesterol Minus HDL-C
Total-PL,"-0.061 [-0.079,-0.042]",2.961e-05,***,Total-Phospholipids in Lipoprotein Particles
Total-FC,"-0.062 [-0.080,-0.044]",1.361e-06,***,Total-Free Cholesterol
Total-CE,"-0.062 [-0.080,-0.044]",4.088e-06,***,Total-Esterified Cholesterol
Total-C,"-0.063 [-0.081,-0.045]",2.144e-06,***,Total-Cholesterol
Total-L,"-0.064 [-0.082,-0.045]",1.325e-06,***,Total-Lipids in Lipoprotein Particles
PUFA,"-0.065 [-0.083,-0.046]",7.505e-07,***,Polyunsaturated Fatty Acids
