Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,"0.182 [0.168,0.197]",1.646e-127,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,"0.177 [0.163,0.191]",2.890e-135,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,"0.162 [0.147,0.176]",8.335e-100,***,Degree of Unsaturation
DHA,"0.160 [0.147,0.174]",1.110e-108,***,Docosahexaenoic Acid
Omega-3,"0.143 [0.130,0.157]",2.698e-89,***,Omega-3 Fatty Acids
PUFA/MUFA,"0.105 [0.090,0.120]",1.042e-35,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,"0.101 [0.085,0.117]",9.304e-32,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE,"0.069 [0.055,0.083]",5.069e-17,***,Cholesteryl Esters in Medium HDL
M-HDL-C,"0.068 [0.054,0.082]",3.212e-16,***,Cholesterol in Medium HDL
Sc-ala,"0.066 [0.053,0.080]",1.640e-17,***,Spectrometer-corrected alanine
XS-VLDL-TG%,"0.065 [0.050,0.079]",2.903e-13,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
HDL-CE,"0.063 [0.049,0.077]",2.905e-12,***,Cholesteryl Esters in HDL
M-HDL-FC,"0.063 [0.049,0.077]",1.030e-13,***,Free Cholesterol in Medium HDL
Ala,"0.063 [0.049,0.076]",2.269e-14,***,Alanine
M-HDL-P,"0.063 [0.049,0.076]",7.186e-14,***,Concentration of Medium HDL Particles
M-HDL-L,"0.062 [0.048,0.076]",8.232e-13,***,Total-Lipids in Medium HDL
HDL-C,"0.061 [0.047,0.076]",2.408e-11,***,HDL Cholesterol
M-HDL-PL,"0.061 [0.047,0.075]",1.129e-12,***,Phospholipids in Medium HDL
HDL-PL,"0.060 [0.046,0.075]",3.297e-11,***,Phospholipids in HDL
HDL-L,"0.060 [0.045,0.074]",1.700e-10,***,Total-Lipids in HDL
L-HDL-PL,"0.058 [0.043,0.072]",5.177e-10,***,Phospholipids in Large HDL
S-VLDL-TG%,"0.057 [0.044,0.070]",1.166e-11,***,Triglycerides to Total-Lipids in Small VLDL percentage
ApoA1,"0.056 [0.042,0.070]",1.238e-09,***,Apolipoprotein A1
HDL-FC,"0.053 [0.039,0.067]",2.977e-08,***,Free Cholesterol in HDL
HDL-P,"0.052 [0.038,0.066]",1.555e-08,***,Concentration of HDL Particles
L-HDL-L,"0.052 [0.037,0.066]",5.726e-07,***,Total-Lipids in Large HDL
XXL-VLDL-FC%,"0.049 [0.035,0.062]",9.634e-08,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-C%,"0.048 [0.034,0.063]",3.505e-05,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-TG%,"0.048 [0.035,0.062]",1.506e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-CE,"0.048 [0.034,0.062]",9.154e-06,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.047 [0.033,0.061]",2.095e-05,***,Cholesterol in Large HDL
L-HDL-P,"0.047 [0.033,0.061]",6.642e-06,***,Concentration of Large HDL Particles
L-HDL-FC,"0.044 [0.030,0.058]",9.117e-05,***,Free Cholesterol in Large HDL
M-HDL-FC%,"0.044 [0.028,0.060]",0.014,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
Acetone,"0.044 [0.031,0.058]",3.311e-05,***,Acetone
L-HDL-PL%,"0.044 [0.028,0.060]",0.019,*,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-CE%,"0.043 [0.029,0.058]",0.002,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,"0.043 [0.031,0.055]",1.561e-06,***,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-TG%,"0.042 [0.028,0.056]",0.003,**,Triglycerides to Total-Lipids in IDL percentage
Val,"0.041 [0.027,0.054]",0.002,**,Valine
HDL-size,"0.040 [0.026,0.055]",0.008,**,Average Diameter for HDL Particles
Total-P,"0.040 [0.027,0.054]",0.002,**,Total-Concentration of Lipoprotein Particles
L-LDL-CE%,"0.040 [0.027,0.053]",3.195e-04,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
PUFA,"0.039 [0.025,0.053]",0.008,**,Polyunsaturated Fatty Acids
Albumin,"0.039 [0.026,0.053]",0.003,**,Albumin
Glu,"0.037 [0.023,0.051]",0.024,*,Glucose
Ile,"0.037 [0.024,0.051]",0.015,*,Isoleucine
XXL-VLDL-PL%,"0.037 [0.025,0.049]",1.430e-04,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gly,"-0.035 [-0.047,-0.023]",0.003,**,Glycine
L-VLDL-FC%,"-0.035 [-0.047,-0.023]",0.005,**,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-L,"-0.037 [-0.050,-0.023]",0.024,*,Total-Lipids in Large LDL
LDL-CE,"-0.038 [-0.051,-0.024]",0.009,**,Cholesteryl Esters in LDL
S-VLDL-L,"-0.038 [-0.051,-0.024]",0.006,**,Total-Lipids in Small VLDL
M-LDL-FC,"-0.038 [-0.051,-0.024]",0.005,**,Free Cholesterol in Medium LDL
XXL-VLDL-CE%,"-0.039 [-0.051,-0.026]",5.017e-04,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-L,"-0.039 [-0.053,-0.025]",0.021,*,Total-Lipids in Very Large VLDL
M-LDL-PL,"-0.039 [-0.052,-0.026]",0.001,**,Phospholipids in Medium LDL
L-VLDL-L,"-0.039 [-0.053,-0.026]",0.006,**,Total-Lipids in Large VLDL
LDL-C,"-0.040 [-0.053,-0.026]",0.002,**,LDL Cholesterol
S-LDL-PL,"-0.040 [-0.053,-0.027]",6.228e-04,***,Phospholipids in Small LDL
LDL-L,"-0.040 [-0.054,-0.027]",0.001,**,Total-Lipids in LDL
IDL-C%,"-0.040 [-0.055,-0.026]",0.012,*,Cholesterol to Total-Lipids in IDL percentage
L-VLDL-PL,"-0.041 [-0.055,-0.027]",0.002,**,Phospholipids in Large VLDL
S-LDL-FC,"-0.041 [-0.054,-0.028]",1.963e-04,***,Free Cholesterol in Small LDL
Total-FC,"-0.041 [-0.055,-0.027]",0.001,**,Total-Free Cholesterol
S-HDL-TG%,"-0.042 [-0.055,-0.028]",8.526e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
LDL-FC,"-0.042 [-0.055,-0.029]",1.446e-04,***,Free Cholesterol in LDL
