Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA%,"0.160 [0.114,0.206]",1.597e-06,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,"0.151 [0.106,0.196]",1.060e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-6%,"0.145 [0.100,0.191]",6.066e-05,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,"0.119 [0.081,0.158]",2.531e-04,***,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-CE%,"0.112 [0.072,0.151]",0.007,**,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-LDL-PL%,"0.103 [0.065,0.141]",0.020,*,Phospholipids to Total-Lipids in Medium LDL percentage
Citrate,"-0.103 [-0.142,-0.064]",0.045,*,Citrate
L-LDL-PL,"-0.104 [-0.143,-0.065]",0.035,*,Phospholipids in Large LDL
S-HDL-L,"-0.105 [-0.143,-0.066]",0.025,*,Total-Lipids in Small HDL
L-LDL-C,"-0.105 [-0.145,-0.066]",0.043,*,Cholesterol in Large LDL
M-LDL-C,"-0.106 [-0.145,-0.067]",0.021,*,Cholesterol in Medium LDL
M-LDL-L,"-0.107 [-0.146,-0.068]",0.019,*,Total-Lipids in Medium LDL
L-LDL-CE,"-0.107 [-0.147,-0.068]",0.023,*,Cholesteryl Esters in Large LDL
LDL-P,"-0.107 [-0.146,-0.069]",0.012,*,Concentration of LDL Particles
LDL-C,"-0.107 [-0.147,-0.068]",0.023,*,LDL Cholesterol
Total-P,"-0.108 [-0.148,-0.068]",0.032,*,Total-Concentration of Lipoprotein Particles
IDL-P,"-0.108 [-0.147,-0.070]",0.005,**,Concentration of IDL Particles
S-LDL-P,"-0.110 [-0.149,-0.072]",0.005,**,Concentration of Small LDL Particles
LDL-L,"-0.110 [-0.150,-0.071]",0.010,*,Total-Lipids in LDL
L-LDL-L,"-0.110 [-0.150,-0.071]",0.011,*,Total-Lipids in Large LDL
M-LDL-P,"-0.111 [-0.150,-0.072]",0.005,**,Concentration of Medium LDL Particles
S-HDL-PL,"-0.112 [-0.151,-0.073]",0.003,**,Phospholipids in Small HDL
GlycA,"-0.113 [-0.155,-0.071]",0.034,*,Glycoprotein Acetyls
M-VLDL-C,"-0.113 [-0.151,-0.074]",0.002,**,Cholesterol in Medium VLDL
LDL-CE,"-0.113 [-0.152,-0.073]",0.004,**,Cholesteryl Esters in LDL
