Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL,"0.200 [0.188,0.212]",1.704e-229,***,Phospholipids in Medium HDL
HDL-PL,"0.196 [0.184,0.209]",2.738e-206,***,Phospholipids in HDL
M-HDL-L,"0.195 [0.183,0.207]",1.843e-211,***,Total-Lipids in Medium HDL
HDL-L,"0.187 [0.175,0.200]",1.030e-181,***,Total-Lipids in HDL
M-HDL-FC,"0.184 [0.172,0.196]",6.324e-195,***,Free Cholesterol in Medium HDL
ApoA1,"0.184 [0.171,0.196]",8.936e-185,***,Apolipoprotein A1
M-HDL-P,"0.183 [0.172,0.195]",4.599e-197,***,Concentration of Medium HDL Particles
M-HDL-C,"0.178 [0.166,0.191]",1.010e-177,***,Cholesterol in Medium HDL
PC,"0.177 [0.164,0.189]",1.204e-168,***,Phosphatidylcholines
M-HDL-CE,"0.175 [0.163,0.187]",4.833e-172,***,Cholesteryl Esters in Medium HDL
HDL-FC,"0.166 [0.154,0.178]",5.354e-152,***,Free Cholesterol in HDL
Phosphoglyc,"0.166 [0.153,0.178]",1.267e-147,***,Phosphoglycerides
HDL-P,"0.163 [0.152,0.175]",3.691e-157,***,Concentration of HDL Particles
HDL-C,"0.160 [0.148,0.173]",4.390e-133,***,HDL Cholesterol
Total-P,"0.156 [0.144,0.168]",2.703e-141,***,Total-Concentration of Lipoprotein Particles
S-HDL-PL,"0.156 [0.145,0.167]",1.680e-151,***,Phospholipids in Small HDL
SFA%,"0.155 [0.142,0.167]",3.936e-128,***,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-CE,"0.154 [0.142,0.167]",1.651e-124,***,Cholesteryl Esters in HDL
Cholines,"0.151 [0.139,0.164]",9.096e-122,***,Total-Cholines
S-HDL-PL%,"0.147 [0.136,0.159]",2.968e-127,***,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-PL,"0.142 [0.130,0.155]",1.510e-108,***,Phospholipids in Large HDL
S-HDL-FC,"0.138 [0.126,0.149]",1.050e-113,***,Free Cholesterol in Small HDL
Albumin,"0.138 [0.126,0.149]",3.430e-112,***,Albumin
DHA,"0.137 [0.125,0.149]",3.730e-106,***,Docosahexaenoic Acid
S-HDL-L,"0.136 [0.125,0.148]",7.813e-116,***,Total-Lipids in Small HDL
Total-PL,"0.133 [0.121,0.146]",4.599e-95,***,Total-Phospholipids in Lipoprotein Particles
Omega-3,"0.133 [0.121,0.144]",7.486e-103,***,Omega-3 Fatty Acids
L-HDL-L,"0.130 [0.118,0.143]",1.026e-86,***,Total-Lipids in Large HDL
M-HDL-FC%,"0.127 [0.113,0.141]",6.630e-67,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-FC,"0.116 [0.104,0.128]",1.628e-75,***,Free Cholesterol in Large HDL
Omega-3%,"0.116 [0.104,0.128]",1.134e-75,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
SFA,"0.114 [0.101,0.126]",3.532e-67,***,Saturated Fatty Acids
L-HDL-P,"0.114 [0.102,0.125]",2.906e-72,***,Concentration of Large HDL Particles
Acetone,"0.112 [0.100,0.124]",7.031e-74,***,Acetone
L-HDL-C,"0.107 [0.094,0.119]",3.259e-59,***,Cholesterol in Large HDL
S-HDL-C,"0.106 [0.094,0.117]",1.979e-69,***,Cholesterol in Small HDL
M-HDL-TG,"0.104 [0.092,0.115]",2.467e-66,***,Triglycerides in Medium HDL
L-HDL-TG,"0.103 [0.092,0.114]",1.479e-66,***,Triglycerides in Large HDL
DHA%,"0.103 [0.090,0.115]",8.939e-52,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-P,"0.102 [0.090,0.113]",2.193e-64,***,Concentration of Small HDL Particles
L-HDL-CE,"0.102 [0.089,0.114]",5.002e-54,***,Cholesteryl Esters in Large HDL
HDL-size,"0.097 [0.085,0.110]",1.269e-47,***,Average Diameter for HDL Particles
S-HDL-CE,"0.091 [0.079,0.102]",3.473e-51,***,Cholesteryl Esters in Small HDL
HDL-TG,"0.089 [0.077,0.100]",2.489e-46,***,Triglycerides in HDL
Acetoacetate,"0.086 [0.075,0.097]",8.496e-45,***,Acetoacetate
L-HDL-PL%,"0.083 [0.069,0.097]",1.514e-26,***,Phospholipids to Total-Lipids in Large HDL percentage
Total-FA,"0.082 [0.070,0.094]",6.698e-34,***,Total-Fatty Acids
XL-HDL-PL%,"0.081 [0.066,0.095]",4.995e-21,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Total-L,"0.080 [0.067,0.092]",9.021e-33,***,Total-Lipids in Lipoprotein Particles
IDL-TG,"0.078 [0.067,0.090]",1.378e-33,***,Triglycerides in IDL
L-LDL-TG,"0.076 [0.064,0.088]",2.425e-30,***,Triglycerides in Large LDL
SM,"0.074 [0.062,0.087]",7.119e-28,***,Sphingomyelins
Total-CE,"0.069 [0.057,0.081]",2.076e-23,***,Total-Esterified Cholesterol
XL-HDL-PL,"0.068 [0.056,0.079]",6.147e-25,***,Phospholipids in Very Large HDL
LDL-TG,"0.065 [0.053,0.077]",2.049e-20,***,Triglycerides in LDL
XL-HDL-L,"0.064 [0.052,0.076]",1.637e-21,***,Total-Lipids in Very Large HDL
Total-C,"0.064 [0.051,0.076]",3.112e-19,***,Total-Cholesterol
XL-HDL-P,"0.062 [0.050,0.073]",1.072e-20,***,Concentration of Very Large HDL Particles
MUFA,"0.061 [0.048,0.073]",3.627e-16,***,Monounsaturated Fatty Acids
XL-HDL-CE,"0.060 [0.048,0.071]",3.376e-18,***,Cholesteryl Esters in Very Large HDL
XL-HDL-TG,"0.058 [0.047,0.070]",1.771e-17,***,Triglycerides in Very Large HDL
L-LDL-TG%,"0.058 [0.046,0.070]",1.744e-14,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,"0.058 [0.046,0.069]",7.567e-16,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG,"0.055 [0.043,0.067]",1.250e-14,***,Triglycerides in Very Small VLDL
XL-HDL-C,"0.054 [0.042,0.065]",2.479e-14,***,Cholesterol in Very Large HDL
IDL-CE,"0.053 [0.041,0.065]",2.502e-13,***,Cholesteryl Esters in IDL
IDL-L,"0.052 [0.041,0.064]",1.208e-12,***,Total-Lipids in IDL
PUFA,"0.052 [0.040,0.064]",4.311e-12,***,Polyunsaturated Fatty Acids
Acetate,"0.051 [0.040,0.063]",6.679e-13,***,Acetate
L-HDL-FC%,"0.051 [0.036,0.066]",3.291e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-TG,"0.050 [0.037,0.062]",5.927e-10,***,Triglycerides in Medium LDL
IDL-C,"0.048 [0.036,0.060]",7.400e-10,***,Cholesterol in IDL
Total-FC,"0.046 [0.034,0.058]",5.104e-09,***,Total-Free Cholesterol
XS-VLDL-L,"0.046 [0.035,0.057]",7.351e-10,***,Total-Lipids in Very Small VLDL
LDL-size,"0.046 [0.033,0.058]",1.018e-07,***,Average Diameter for LDL Particles
XS-VLDL-CE,"0.044 [0.033,0.056]",1.109e-08,***,Cholesteryl Esters in Very Small VLDL
S-LDL-TG%,"0.044 [0.032,0.056]",3.418e-07,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-TG,"0.043 [0.031,0.055]",1.898e-07,***,Triglycerides in Small HDL
IDL-PL,"0.042 [0.030,0.054]",3.520e-07,***,Phospholipids in IDL
XS-VLDL-C,"0.041 [0.030,0.053]",4.608e-07,***,Cholesterol in Very Small VLDL
IDL-CE%,"0.037 [0.025,0.049]",5.770e-04,***,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-PL,"0.037 [0.025,0.048]",5.287e-05,***,Phospholipids in Very Small VLDL
His,"0.036 [0.024,0.047]",2.516e-04,***,Histidine
Tyr,"0.032 [0.021,0.044]",0.004,**,Tyrosine
XS-VLDL-P,"0.032 [0.021,0.043]",0.005,**,Concentration of Very Small VLDL Particles
XS-VLDL-FC,"0.032 [0.021,0.043]",0.008,**,Free Cholesterol in Very Small VLDL
