Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"47.160 [44.143,50.178]",7.765e-200,***,Creatinine
XL-HDL-PL%,"35.005 [31.910,38.099]",2.773e-103,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-FC,"29.422 [27.105,31.740]",5.660e-131,***,Free Cholesterol in Very Large HDL
HDL-size,"28.698 [26.097,31.298]",3.511e-98,***,Average Diameter for HDL Particles
XL-HDL-PL,"28.342 [25.919,30.766]",1.106e-110,***,Phospholipids in Very Large HDL
S-LDL-PL%,"27.538 [25.185,29.891]",8.941e-111,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-L,"26.574 [24.138,29.010]",7.317e-96,***,Total-Lipids in Very Large HDL
XL-HDL-P,"23.992 [21.604,26.380]",7.901e-81,***,Concentration of Very Large HDL Particles
XL-HDL-C,"23.614 [21.198,26.031]",2.864e-76,***,Cholesterol in Very Large HDL
L-HDL-FC%,"22.680 [19.565,25.794]",8.106e-41,***,Free Cholesterol to Total-Lipids in Large HDL percentage
PUFA/MUFA,"22.572 [19.804,25.339]",4.322e-52,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-CE,"21.510 [19.073,23.947]",1.359e-61,***,Cholesteryl Esters in Very Large HDL
S-HDL-FC%,"19.671 [17.256,22.085]",5.737e-52,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Acetate,"18.934 [16.526,21.342]",3.675e-48,***,Acetate
Gly,"17.932 [15.766,20.098]",8.704e-54,***,Glycine
Gln,"17.385 [14.965,19.804]",1.203e-39,***,Glutamine
S-HDL-PL%,"16.726 [14.266,19.187]",4.167e-35,***,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-FC,"15.445 [12.942,17.948]",2.722e-28,***,Free Cholesterol in Large HDL
L-HDL-C,"14.140 [11.566,16.714]",1.168e-21,***,Cholesterol in Large HDL
LA%,"13.976 [11.284,16.667]",5.815e-19,***,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-CE,"13.715 [11.155,16.276]",2.050e-20,***,Cholesteryl Esters in Large HDL
Omega-6%,"13.706 [10.932,16.481]",8.359e-17,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-P,"13.546 [11.052,16.041]",4.424e-21,***,Concentration of Large HDL Particles
M-LDL-TG%,"13.026 [10.532,15.520]",3.172e-19,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-L,"12.964 [10.337,15.592]",9.306e-17,***,Total-Lipids in Large HDL
Citrate,"12.622 [10.233,15.011]",9.309e-20,***,Citrate
L-HDL-TG,"12.557 [10.208,14.905]",2.515e-20,***,Triglycerides in Large HDL
IDL-PL%,"12.316 [9.987,14.646]",8.578e-20,***,Phospholipids to Total-Lipids in IDL percentage
SFA%,"12.304 [9.722,14.887]",2.271e-15,***,Saturated Fatty Acids to Total-Fatty Acids percentage
PUFA%,"11.223 [8.408,14.038]",1.268e-09,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL,"10.835 [8.263,13.406]",3.415e-11,***,Phospholipids in Large HDL
L-LDL-FC%,"10.678 [8.029,13.326]",6.346e-10,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-VLDL-FC%,"10.555 [8.220,12.891]",1.860e-13,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-TG%,"9.864 [7.598,12.131]",3.373e-12,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-TG%,"9.773 [7.165,12.380]",4.668e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-C%,"8.296 [5.227,11.366]",0.027,*,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,"7.757 [5.051,10.463]",0.004,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
